,State,Program,Year,Payment,Farm Count,Payee Count
4134,Washington,CCC ORGANIC COST SHARE - LIVESTOCK,2018,7554.0,9,9
4135,Washington,CCC ORGANIC COST SHARE FEES - HANDLING,2018,4196.0,5,5
4136,Washington,CRP PAYMENT - ANNUAL RENTAL,2018,70889259.71,4596,6143
4137,Washington,ECP COST SHARE FY 2018,2018,126584.0,3,3
4138,Washington,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2018,531255.0,50,52
4139,Washington,EMERGENCY CONSERVATION PROGRAM,2018,341436.0,10,10
4140,Washington,EMERGENCY CONSERVATION PROGRAM FY17,2018,238918.0,13,13
4141,Washington,EMERGENCY CONSERVATION PROGRAM STAFFORD,2018,1623620.23,30,33
4142,Washington,EMERGENCY FOREST RESTORATION STAFFORD,2018,12262.0,1,1
4143,Washington,GRASSLANDS RESERVE PROGRAM,2018,156586.5,45,52
4144,Washington,LIVESTOCK FORAGE PROGRAM,2018,81265.0,35,38
4145,Washington,LIVESTOCK INDEMNITY PROGRAM,2018,293716.0,44,44
4146,Washington,MARGIN PROTECTION PROGRAM - DAIRY,2018,4616116.69,212,211
4147,Washington,MARKET FACILITATION PROG-SPECIALTY CROPS,2018,12292354.0,350,371
4148,Washington,MARKET FACILITATION PROGRAM - CROPS,2018,15169305.0,3419,4406
4149,Washington,MARKET FACILITATION PROGRAM - DAHG,2018,4631173.47,207,223
4150,Washington,NON-INSURED ASSISTANCE PROGRAM,2018,797306.0,54,61
4151,Washington,PRICE LOSS COVERAGE PROGRAM,2018,11870915.47,1590,1848
4152,Washington,TREE ASSISTANCE PROGRAM,2018,158362.0,3,3
4153,Washington,WILDFIRES AND HURRICANES INDEMNITY PROG,2018,48689.0,7,8
4154,West Virginia,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2018,395531.0,556,568
4155,West Virginia,AMA ORGANIC COST SHARE - CROPS,2018,7039.0,10,10
4156,West Virginia,AMA ORGANIC COST SHARE - LIVESTOCK,2018,1315.0,5,5
4157,West Virginia,CCC ORGANIC COST SHARE - CROPS,2018,1500.0,2,2
4158,West Virginia,CCC ORGANIC COST SHARE FEES - HANDLING,2018,1426.0,3,3
4159,West Virginia,CRP - CHESAPEAKE BAY INCENTIVE,2018,3798.0,4,4
4160,West Virginia,CRP PAYMENT - ANNUAL RENTAL,2018,511283.0,396,405
4161,West Virginia,ECP COST SHARE FY 2018,2018,17252.0,5,5
4162,West Virginia,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2018,190388.0,203,204
4163,West Virginia,EMERGENCY CONSERVATION PROGRAM,2018,25428.0,5,5
4164,West Virginia,EMERGENCY CONSERVATION PROGRAM FY17,2018,67912.0,15,15
4165,West Virginia,EMERGENCY CONSERVATION PROGRAM STAFFORD,2018,178124.0,52,51
4166,West Virginia,GRASSLANDS RESERVE PROGRAM,2018,68747.0,57,59
4167,West Virginia,LIVESTOCK INDEMNITY PROGRAM,2018,229601.0,114,114
4168,West Virginia,MARGIN PROTECTION PROGRAM - DAIRY,2018,443625.0,59,54
4169,West Virginia,MARKET FACILITATION PROGRAM - CROPS,2018,225484.0,37,39
4170,West Virginia,MARKET FACILITATION PROGRAM - DAHG,2018,77047.0,40,41
4171,West Virginia,NON-INSURED ASSISTANCE PROGRAM,2018,149377.0,147,149
4172,West Virginia,PRICE LOSS COVERAGE PROGRAM,2018,54022.0,90,90
4173,Wisconsin,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2018,5775.0,1,1
4174,Wisconsin,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2018,15330140.32,17336,18057
4175,Wisconsin,CCC ORGANIC COST SHARE - CROPS,2018,38996.95,61,61
4176,Wisconsin,CCC ORGANIC COST SHARE - LIVESTOCK,2018,19788.0,31,31
4177,Wisconsin,CCC ORGANIC COST SHARE - WILD CROPS,2018,992.0,4,4
4178,Wisconsin,CCC ORGANIC COST SHARE FEES - HANDLING,2018,5044.0,8,8
4179,Wisconsin,COTTON GINNING COST SHARE PROGRAM,2018,740.0,1,1
4180,Wisconsin,CRP PAYMENT - ANNUAL RENTAL,2018,30260570.64,9092,9632
4181,Wisconsin,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2018,650762.0,125,126
4182,Wisconsin,EMERGENCY CONSERVATION PROGRAM FY17,2018,130030.0,20,20
4183,Wisconsin,GRASSLANDS RESERVE PROGRAM,2018,44538.0,18,19
4184,Wisconsin,LIVESTOCK INDEMNITY PROGRAM,2018,286550.0,53,55
4185,Wisconsin,MARGIN PROTECTION PROGRAM - DAIRY,2018,60194187.0,5745,5868
4186,Wisconsin,MARKET FACILITATION PROG-SPECIALTY CROPS,2018,496.0,1,1
4187,Wisconsin,MARKET FACILITATION PROGRAM - CROPS,2018,113715903.91,11497,11950
4188,Wisconsin,MARKET FACILITATION PROGRAM - DAHG,2018,25894660.5,5482,5649
4189,Wisconsin,NON-INSURED ASSISTANCE PROGRAM,2018,3251111.0,63,64
4190,Wisconsin,PRICE LOSS COVERAGE PROGRAM,2018,5118380.89,3736,3873
4191,Wisconsin,TREE ASSISTANCE PROGRAM,2018,38395.0,4,4
4192,Wyoming,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2018,49195.0,14,15
4193,Wyoming,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2018,404595.0,308,329
4194,Wyoming,CCC ORGANIC COST SHARE - CROPS,2018,1976.0,3,3
4195,Wyoming,CCC ORGANIC COST SHARE FEES - HANDLING,2018,2847.0,3,3
4196,Wyoming,CRP PAYMENT - ANNUAL RENTAL,2018,5098590.0,488,553
4197,Wyoming,ECP COST SHARE FY 2018,2018,2108.0,1,1
4198,Wyoming,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2018,1159247.0,72,79
4199,Wyoming,EMERGENCY CONSERVATION PROGRAM,2018,367266.0,10,10
4200,Wyoming,EMERGENCY CONSERVATION PROGRAM FY17,2018,283689.0,28,29
4201,Wyoming,EMERGENCY CONSERVATION PROGRAM STAFFORD,2018,3218.0,1,1
4202,Wyoming,GRASSLANDS RESERVE PROGRAM,2018,401635.0,21,22
4203,Wyoming,LIVESTOCK FORAGE PROGRAM,2018,1457302.83,204,222
4204,Wyoming,LIVESTOCK INDEMNITY PROGRAM,2018,477584.0,54,54
4205,Wyoming,MARGIN PROTECTION PROGRAM - DAIRY,2018,81802.0,6,6
4206,Wyoming,MARKET FACILITATION PROGRAM - CROPS,2018,492664.0,334,363
4207,Wyoming,MARKET FACILITATION PROGRAM - DAHG,2018,142487.0,7,7
4208,Wyoming,NON-INSURED ASSISTANCE PROGRAM,2018,1307117.0,192,204
4209,Wyoming,PRICE LOSS COVERAGE PROGRAM,2018,7165608.0,1390,1556
4210,Alabama,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,1806,1933
4211,Alabama,CCC ORGANIC COST SHARE - CROPS,2019,0.0,1,1
4212,Alabama,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,1,1
4213,Alabama,CCC ORGANIC COST SHARE - WILD CROPS,2019,0.0,1,1
4214,Alabama,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,2019,0.0,26,27
4215,Alabama,CRP - EMERGENCY FORESTRY COST SHARE,2019,0.0,2,2
4216,Alabama,CRP - TREE THINNING INCENTIVE PROGRAM,2019,0.0,16,17
4217,Alabama,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,3325,3546
4218,Alabama,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,26,25
4219,Alabama,ECP COST SHARE FY 2018,2019,0.0,1,1
4220,Alabama,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,2,2
4221,Alabama,EMERGENCY CONSERVATION PROGRAM,2019,0.0,9,11
4222,Alabama,EMERGENCY CONSERVATION PROGRAM FY17,2019,0.0,24,24
4223,Alabama,EMERGENCY CONSERVATION PROGRAM STAFFORD,2019,0.0,16,16
4224,Alabama,EMERGENCY FORESTRY RESTORATION PROGRAM,2019,0.0,28,30
4225,Alabama,GRASSLANDS RESERVE PROGRAM,2019,0.0,30,30
4226,Alabama,LIVESTOCK FORAGE PROGRAM,2019,0.0,569,579
4227,Alabama,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,20,20
4228,Alabama,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4229,Alabama,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,25,25
4230,Alabama,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,2472,2766
4231,Alabama,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,22,22
4232,Alabama,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,35,37
4233,Alabama,PRICE LOSS COVERAGE PROGRAM,2019,0.0,5028,5444
4234,Alabama,TMP/MFP 2019 LIVESTOCK,2019,0.0,44,44
4235,Alabama,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,2857,3158
4236,Alabama,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,35,35
4237,Alabama,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,82,85
4238,Alabama,WILDFIRES AND HURRICANES INDEMNITY PROG,2019,0.0,99,122
4239,Alaska,CCC ORGANIC COST SHARE - CROPS,2019,0.0,1,1
4240,Alaska,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,11,13
4241,Alaska,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,2,2
4242,Alaska,GEOGRAPHIC DISADVANTAGED PROGRAM,2019,0.0,177,182
4243,Alaska,GRASSLANDS RESERVE PROGRAM,2019,0.0,10,9
4244,Alaska,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,2,2
4245,Alaska,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,1,1
4246,Alaska,PRICE LOSS COVERAGE PROGRAM,2019,0.0,13,13
4247,Alaska,TMP/MFP 2019 LIVESTOCK,2019,0.0,2,2
4248,Alaska,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,8,9
4249,Arizona,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,1,1
4250,Arizona,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,7,8
4251,Arizona,CCC ORGANIC COST SHARE - CROPS,2019,0.0,4,4
4252,Arizona,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,1,1
4253,Arizona,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,46,54
4254,Arizona,ECP COST SHARE FY 2018,2019,0.0,1,1
4255,Arizona,ECP PRIVATE SECTOR TECHNICAL ASSISTANCE,2019,0.0,1,1
4256,Arizona,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,11,12
4257,Arizona,EMERGENCY CONSERVATION PROGRAM,2019,0.0,2,2
4258,Arizona,GRASSLANDS RESERVE PROGRAM,2019,0.0,5,5
4259,Arizona,LIVESTOCK FORAGE PROGRAM,2019,0.0,1237,1537
4260,Arizona,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4261,Arizona,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,8,8
4262,Arizona,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,203,229
4263,Arizona,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,8,8
4264,Arizona,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,62,66
4265,Arizona,ORGANIC COST SHARE FEES- ST ORG PGM FEES,2019,0.0,1,1
4266,Arizona,PRICE LOSS COVERAGE PROGRAM,2019,0.0,427,497
4267,Arizona,TMP/MFP 2019 LIVESTOCK,2019,0.0,43,51
4268,Arizona,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,304,352
4269,Arizona,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,107,111
4270,Arizona,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,29,29
4271,Arkansas,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,2,2
4272,Arkansas,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,2019,0.0,479,564
4273,Arkansas,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,4857,5957
4274,Arkansas,BIOMASS CROP ASSISTANCE - ANNUAL RENTAL,2019,0.0,5,6
4275,Arkansas,CCC ORGANIC COST SHARE - CROPS,2019,0.0,5,5
4276,Arkansas,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,3,3
4277,Arkansas,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,3,3
4278,Arkansas,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,2723,3231
4279,Arkansas,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,46,43
4280,Arkansas,DIS/WH2 2019 WFHURRINDEMP,2019,0.0,133,157
4281,Arkansas,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,122,125
4282,Arkansas,EMERGENCY CONSERVATION PROGRAM,2019,0.0,34,34
4283,Arkansas,EMERGENCY CONSERVATION PROGRAM FY17,2019,0.0,5,5
4284,Arkansas,EMERGENCY CONSERVATION PROGRAM STAFFORD,2019,0.0,15,17
4285,Arkansas,GRASSLANDS RESERVE PROGRAM,2019,0.0,23,25
4286,Arkansas,INDEMNITY PAYMENT - DAIRY,2019,0.0,1,1
4287,Arkansas,LIVESTOCK FORAGE PROGRAM,2019,0.0,84,84
4288,Arkansas,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,91,92
4289,Arkansas,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,42,42
4290,Arkansas,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,5398,6880
4291,Arkansas,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,9,9
4292,Arkansas,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,4385,4686
4293,Arkansas,PRICE LOSS COVERAGE PROGRAM,2019,0.0,9866,12832
4294,Arkansas,TMP/MFP 2019 LIVESTOCK,2019,0.0,56,55
4295,Arkansas,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,8683,11753
4296,Arkansas,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,64,69
4297,Arkansas,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,97,102
4298,California,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,7,10
4299,California,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,443,505
4300,California,CCC ORGANIC COST SHARE - CROPS,2019,0.0,19,19
4301,California,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,2,2
4302,California,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,8,8
4303,California,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,130,152
4304,California,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,866,970
4305,California,DIS/WH2 2019 WFHURRINDEMP,2019,0.0,49,51
4306,California,ECP COST SHARE FY 2018,2019,0.0,156,159
4307,California,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,171,177
4308,California,EMERGENCY CONSERVATION PROGRAM,2019,0.0,8,8
4309,California,EMERGENCY CONSERVATION PROGRAM STAFFORD,2019,0.0,41,42
4310,California,EMERGENCY FORESTRY RESTORATION PROGRAM,2019,0.0,5,5
4311,California,GRASSLANDS RESERVE PROGRAM,2019,0.0,19,19
4312,California,LIVESTOCK FORAGE PROGRAM,2019,0.0,430,471
4313,California,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,40,43
4314,California,MARGIN PROTECTION  - DAIRY,2019,0.0,2,2
4315,California,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,415,461
4316,California,MARKET FACILITATION PROG-SPECIALTY CROPS,2019,0.0,2613,3085
4317,California,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,708,864
4318,California,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,224,246
4319,California,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,182,198
4320,California,ORGANIC COST SHARE FEES- ST ORG PGM FEES,2019,0.0,11,11
4321,California,PRICE LOSS COVERAGE PROGRAM,2019,0.0,1984,2432
4322,California,TMP/MFP 2019 LIVESTOCK,2019,0.0,768,860
4323,California,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,2082,2712
4324,California,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,254,277
4325,California,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,3750,4373
4326,California,TREE ASSISTANCE PROGRAM,2019,0.0,77,80
4327,California,WILDFIRES AND HURRICANES INDEMNITY PROG,2019,0.0,160,162
4328,Colorado,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,53,65
4329,Colorado,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,3012,3585
4330,Colorado,CCC ORGANIC COST SHARE - CROPS,2019,0.0,95,98
4331,Colorado,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,9,9
4332,Colorado,CCC ORGANIC COST SHARE - WILD CROPS,2019,0.0,1,1
4333,Colorado,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,27,28
4334,Colorado,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,4620,5887
4335,Colorado,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,89,89
4336,Colorado,ECP COST SHARE FY 2018,2019,0.0,16,20
4337,Colorado,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,56,58
4338,Colorado,EMERGENCY CONSERVATION PROGRAM,2019,0.0,5,5
4339,Colorado,GRASSLANDS RESERVE PROGRAM,2019,0.0,18,20
4340,Colorado,LIVESTOCK FORAGE PROGRAM,2019,0.0,633,687
4341,Colorado,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,61,63
4342,Colorado,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4343,Colorado,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,42,42
4344,Colorado,MARKET FACILITATION PROG-SPECIALTY CROPS,2019,0.0,19,19
4345,Colorado,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,3030,3903
4346,Colorado,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,37,39
4347,Colorado,NAP REGULAR WEB-BASED,2019,0.0,7,9
4348,Colorado,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,795,873
4349,Colorado,PRICE LOSS COVERAGE PROGRAM,2019,0.0,6483,8146
4350,Colorado,TMP/MFP 2019 LIVESTOCK,2019,0.0,100,102
4351,Colorado,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,5414,6857
4352,Colorado,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,580,612
4353,Colorado,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,34,34
4354,Connecticut,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,3,3
4355,Connecticut,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,25,25
4356,Connecticut,AMA ORGANIC COST SHARE - CROPS,2019,0.0,1,1
4357,Connecticut,CCC ORGANIC COST SHARE - CROPS,2019,0.0,2,2
4358,Connecticut,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,3,3
4359,Connecticut,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,76,73
4360,Connecticut,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,1,1
4361,Connecticut,GRASSLANDS RESERVE PROGRAM,2019,0.0,7,7
4362,Connecticut,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4363,Connecticut,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,74,74
4364,Connecticut,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,12,12
4365,Connecticut,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,23,23
4366,Connecticut,NAP REGULAR WEB-BASED,2019,0.0,2,2
4367,Connecticut,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,13,13
4368,Connecticut,PRICE LOSS COVERAGE PROGRAM,2019,0.0,77,77
4369,Connecticut,TMP/MFP 2019 LIVESTOCK,2019,0.0,77,79
4370,Connecticut,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,99,100
4371,Connecticut,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,1,1
4372,Connecticut,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,1,1
4373,Connecticut,TREE ASSISTANCE PROGRAM,2019,0.0,1,1
4374,Delaware,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,613,650
4375,Delaware,CCC ORGANIC COST SHARE - CROPS,2019,0.0,3,3
4376,Delaware,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,1,1
4377,Delaware,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,167,177
4378,Delaware,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,16,17
4379,Delaware,GRASSLANDS RESERVE PROGRAM,2019,0.0,2,2
4380,Delaware,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,19,20
4381,Delaware,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,425,448
4382,Delaware,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,2,2
4383,Delaware,PRICE LOSS COVERAGE PROGRAM,2019,0.0,410,431
4384,Delaware,TMP/MFP 2019 LIVESTOCK,2019,0.0,16,17
4385,Delaware,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,658,708
4386,Delaware,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,1,1
4387,Delaware,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,1,1
4388,Florida,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,317,342
4389,Florida,CCC ORGANIC COST SHARE - CROPS,2019,0.0,7,7
4390,Florida,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,1,1
4391,Florida,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,6,6
4392,Florida,CRP - EMERGENCY FORESTRY ANNUAL RENTAL,2019,0.0,1,1
4393,Florida,CRP - TREE THINNING INCENTIVE PROGRAM,2019,0.0,2,2
4394,Florida,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,447,466
4395,Florida,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,58,60
4396,Florida,DIS/WH2 2019 WFHURRINDEMP,2019,0.0,18,21
4397,Florida,ECP COST SHARE FY 2018,2019,0.0,660,726
4398,Florida,ECP/HMC COST SHARE FY19,2019,0.0,4,4
4399,Florida,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,122,125
4400,Florida,EMERGENCY CONSERVATION PROGRAM,2019,0.0,1,1
4401,Florida,GRASSLANDS RESERVE PROGRAM,2019,0.0,3,3
4402,Florida,LIVESTOCK FORAGE PROGRAM,2019,0.0,146,149
4403,Florida,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,25,24
4404,Florida,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4405,Florida,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,32,36
4406,Florida,MARKET FACILITATION PROG-SPECIALTY CROPS,2019,0.0,1,1
4407,Florida,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,261,301
4408,Florida,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,17,19
4409,Florida,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,104,117
4410,Florida,PRICE LOSS COVERAGE PROGRAM,2019,0.0,1075,1160
4411,Florida,TMP/MFP 2019 LIVESTOCK,2019,0.0,54,60
4412,Florida,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,479,564
4413,Florida,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,20,22
4414,Florida,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,10,10
4415,Florida,TREE ASSISTANCE PROGRAM,2019,0.0,205,215
4416,Florida,WILDFIRES AND HURRICANES INDEMNITY PROG,2019,0.0,1580,1956
4417,Georgia,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2019,0.0,1,1
4418,Georgia,AGRICULTURAL RISK COVERAGE PROG - COUNTY,2019,0.0,3464,3780
4419,Georgia,CCC ORGANIC COST SHARE - CROPS,2019,0.0,38,38
4420,Georgia,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,4,4
4421,Georgia,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,16,17
4422,Georgia,CRP - TREE THINNING INCENTIVE PROGRAM,2019,0.0,10,11
4423,Georgia,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,3957,4352
4424,Georgia,DAIRY MARGIN COVERAGE PROGRAM,2019,0.0,118,115
4425,Georgia,DIS/WH2 2019 WFHURRINDEMP,2019,0.0,1532,1747
4426,Georgia,ECP COST SHARE FY 2018,2019,0.0,237,250
4427,Georgia,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2019,0.0,6,6
4428,Georgia,EMERGENCY CONSERVATION PROGRAM,2019,0.0,4,4
4429,Georgia,EMERGENCY CONSERVATION PROGRAM FY17,2019,0.0,7,8
4430,Georgia,EMERGENCY CONSERVATION PROGRAM STAFFORD,2019,0.0,160,172
4431,Georgia,EMERGENCY FOREST RESTORATION STAFFORD,2019,0.0,23,25
4432,Georgia,EMERGENCY FORESTRY RESTORATION PROGRAM,2019,0.0,1,1
4433,Georgia,GRASSLANDS RESERVE PROGRAM,2019,0.0,30,30
4434,Georgia,INDEMNITY PAYMENT - DAIRY,2019,0.0,1,1
4435,Georgia,LIVESTOCK FORAGE PROGRAM,2019,0.0,909,917
4436,Georgia,LIVESTOCK INDEMNITY PROGRAM,2019,0.0,75,77
4437,Georgia,MARGIN PROTECTION  - DAIRY,2019,0.0,1,1
4438,Georgia,MARGIN PROTECTION PROGRAM - DAIRY,2019,0.0,105,110
4439,Georgia,MARKET FACILITATION PROGRAM - CROPS,2019,0.0,2813,3304
4440,Georgia,MARKET FACILITATION PROGRAM - DAHG,2019,0.0,51,53
4441,Georgia,NON-INSURED ASSISTANCE PROGRAM,2019,0.0,68,72
4442,Georgia,PRICE LOSS COVERAGE PROGRAM,2019,0.0,6532,7215
4443,Georgia,TMP/MFP 2019 LIVESTOCK,2019,0.0,156,161
4444,Georgia,TMP/MFP 2019 NON SPECIALTY CROPS,2019,0.0,3559,4132
4445,Georgia,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2019,0.0,115,121
4446,Georgia,TMP/MFP 2019 SPECIALITY CROPS,2019,0.0,1052,1138
4447,Georgia,TREE ASSISTANCE PROGRAM,2019,0.0,28,30
4448,Georgia,TREE ASSISTANCE PROGRAM - PECAN,2019,0.0,1,1
4449,Georgia,WILDFIRES AND HURRICANES INDEMNITY PROG,2019,0.0,1953,2218
4450,Hawaii,AMA ORGANIC COST SHARE - CROPS,2019,0.0,16,16
4451,Hawaii,AMA ORGANIC COST SHARE - LIVESTOCK,2019,0.0,1,1
4452,Hawaii,CCC ORGANIC COST SHARE - CROPS,2019,0.0,51,51
4453,Hawaii,CCC ORGANIC COST SHARE - LIVESTOCK,2019,0.0,2,2
4454,Hawaii,CCC ORGANIC COST SHARE FEES - HANDLING,2019,0.0,38,38
4455,Hawaii,CRP PAYMENT - ANNUAL RENTAL,2019,0.0,17,18
4456,Hawaii,DIS/WH2 2019 WFHURRINDEMP,2019,0.0,5,5
4457,Hawaii,ECP COST SHARE FY 2018,2019,0.0,52,52
4458,Hawaii,EMERGENCY CONSERVATION PROGRAM,2019,0.0,3,3
4459,Hawaii,EMERGENCY CONSERVATION PROGRAM STAFFORD,2019,0.0,53,56
4460,Hawaii,GEOGRAPHIC DISADVANTAGED PROGRAM,2019,0.0,303,323
4461,Hawaii,GRASSLANDS RESERVE PROGRAM,2019,0.0,8,8
