state,fiscal_year,accounting_program_description,amount
Mississippi,2011,MILK INCOME LOSS CONTRACT II,1491.5
Mississippi,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,275946.0
Mississippi,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,1196536.0
Mississippi,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,8470101.379999999
Mississippi,2011,TREE ASSISTANCE PROGRAM,4200.0
Mississippi,2012,AVERAGE CROP REVENUE ELECTION-ACRE,38017.0
Mississippi,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,171284.0
Mississippi,2012,DCP - COUNTER CYCLICAL,43099.0
Mississippi,2012,DCP - DIRECT,92025436.38
Mississippi,2012,LIVESTOCK FORAGE DISASTER PROGRAM,1216970.0
Mississippi,2012,LIVESTOCK INDEMNITY PROGRAM,4231.0
Mississippi,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,1224810.0
Mississippi,2013,DCP - COUNTER CYCLICAL,45.0
Mississippi,2013,DCP - DIRECT,952087.53
Mississippi,2013,"INCOME LOSS - MILK, PART 2",429521.8900000003
Mississippi,2013,LIVESTOCK FORAGE DISASTER PROGRAM,801.0
Mississippi,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,6105307.0
Mississippi,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,1294.0
Mississippi,2014,DCP - DIRECT,104087939.1
Mississippi,2014,DIRECT PAYMENT - CORN,31.0
Mississippi,2014,DIRECT PAYMENT - SORGHUM,10.0
Mississippi,2014,DIRECT PAYMENT - SOYBEANS,18.0
Mississippi,2014,DIRECT PAYMENT - UPLAND COTTON,4201.0
Mississippi,2014,"INCOME LOSS - MILK, PART 2",14852.6
Mississippi,2014,LIVESTOCK FORAGE DISASTER PROGRAM,5150.0
Mississippi,2014,LIVESTOCK FORAGE PROGRAM,5152782.0
Mississippi,2014,LIVESTOCK INDEMNITY PROGRAM,321724.0
Mississippi,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,553184.0
Mississippi,2015,COTTON TRANSITION ASSISTANCE PROGRAM,60995290.98
Mississippi,2015,DCP - COUNTER CYCLICAL,124.0
Mississippi,2015,DCP - DIRECT,31624.0
Mississippi,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),181221.0
Mississippi,2015,"INCOME LOSS - MILK, PART 2",7953.610000000001
Mississippi,2015,LIVESTOCK FORAGE DISASTER PROGRAM,4989.0
Mississippi,2015,LIVESTOCK FORAGE PROGRAM,658603.84
Mississippi,2015,LIVESTOCK INDEMNITY PROGRAM,247281.0
Mississippi,2015,MARGIN PROTECTION PROGRAM - DAIRY,573.0
Mississippi,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,8393.0
Mississippi,2015,TREE ASSISTANCE PROGRAM,3387.0
Mississippi,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,4186.0
Mississippi,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3878084.0999999996
Mississippi,2016,COTTON TRANSITION ASSISTANCE PROGRAM,154300.59
Mississippi,2016,DCP - DIRECT,104374.0
Mississippi,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),74710.0
Mississippi,2016,LIVESTOCK FORAGE DISASTER PROGRAM,1378.0
Mississippi,2016,LIVESTOCK FORAGE PROGRAM,20319251.0
Mississippi,2016,LIVESTOCK INDEMNITY PROGRAM,208800.0
Mississippi,2016,MARGIN PROTECTION PROGRAM - DAIRY,16453.0
Mississippi,2016,PRICE LOSS COVERAGE PROGRAM,46252800.75
Mississippi,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,43843.0
Mississippi,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,96140712.26
Mississippi,2017,COTTON TRANSITION ASSISTANCE PROGRAM,47055.11
Mississippi,2017,DCP - COUNTER CYCLICAL,323.0
Mississippi,2017,DCP - DIRECT,43360.0
Mississippi,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),59324.0
Mississippi,2017,LIVESTOCK FORAGE PROGRAM,25768534.0
Mississippi,2017,LIVESTOCK INDEMNITY PROGRAM,104095.0
Mississippi,2017,PRICE LOSS COVERAGE PROGRAM,68277643.72
Mississippi,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,3442.0
Mississippi,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,46382.0
Mississippi,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,500000.0
Mississippi,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,65245563.96
Mississippi,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),200490.0
Mississippi,2018,INDEMNITY PAYMENT - DAIRY,12105.220000000001
Mississippi,2018,LIVESTOCK FORAGE PROGRAM,800518.6
Mississippi,2018,LIVESTOCK FORAGE PROGRAM,714491.0
Mississippi,2018,LIVESTOCK INDEMNITY PROGRAM,80776.0
Mississippi,2018,LIVESTOCK INDEMNITY PROGRAM,8487.0
Mississippi,2018,MARGIN PROTECTION PROGRAM - DAIRY,550736.0
Mississippi,2018,PRICE LOSS COVERAGE PROGRAM,531208.0
Mississippi,2018,PRICE LOSS COVERAGE PROGRAM,95423944.11
Mississippi,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,2960.0
Mississippi,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5820529.63
Mississippi,2019,DAIRY MARGIN COVERAGE PROGRAM,527540.01
Mississippi,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),394396.0
Mississippi,2019,LIVESTOCK INDEMNITY PROGRAM,71567.0
Mississippi,2019,MARGIN PROTECTION  - DAIRY,7132.0
Mississippi,2019,MARGIN PROTECTION PROGRAM - DAIRY,23979.0
Mississippi,2019,PRICE LOSS COVERAGE PROGRAM,58718262.0
Mississippi,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,61231.0
Mississippi,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5767779.52
Mississippi,2020,DAIRY MARGIN COVERAGE,442364.78
Mississippi,2020,DAIRY MARGIN COVERAGE PROGRAM,37167.99999999999
Mississippi,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),184885.0
Mississippi,2020,INDEMNITY PAYMENT - DAIRY,33806.8
Mississippi,2020,LIVESTOCK FORAGE PROGRAM,760.0
Mississippi,2020,LIVESTOCK INDEMNITY PROGRAM,90068.0
Mississippi,2020,MARGIN PROTECTION PROGRAM - DAIRY,224.0
Mississippi,2020,PRICE LOSS COVERAGE PROGRAM,106432098.68999998
Mississippi,2020,TREE ASSISTANCE PROGRAM,140.0
Mississippi,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,797304.0800000001
Mississippi,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,14836825.0
Mississippi,2021,DAIRY MARGIN COVERAGE,1398109.79
Mississippi,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),414663.0
Mississippi,2021,LIVESTOCK FORAGE PROGRAM,109503.0
Mississippi,2021,LIVESTOCK INDEMNITY PROGRAM,474701.0
Mississippi,2021,PRICE LOSS COVERAGE PROGRAM,169641994.8
Mississippi,2021,TREE ASSISTANCE PROGRAM,1425.76
Mississippi,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,375306.0
Mississippi,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,224327.0
Mississippi,2022,DAIRY MARGIN COVERAGE,670836.75
Mississippi,2022,DMC PRGM-SUPPLEMENTAL,11484.03
Mississippi,2022,LIVESTOCK INDEMNITY PROGRAM,199539.0
Mississippi,2022,PRICE LOSS COVERAGE PROGRAM,91473315.82
Missouri,2005,EWE LAMB REPLACEMENT OR RETENTION,186317.99999999997
Missouri,2005,LIVESTOCK ASSISTANCE PROGRAM,3301769.0
Missouri,2006,"INCOME LOSS - MILK, PART 2",6175220.570000004
Missouri,2006,LIVESTOCK ASSISTANCE PROGRAM,4059480.0200000033
Missouri,2007,"INCOME LOSS - MILK, PART 2",2823449.26
Missouri,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,828100.0
Missouri,2008,DIRECT AND COUNTER CYCLICAL PROG,37017400.0
Missouri,2008,"INCOME LOSS - MILK, PART 2",52066.55
Missouri,2008,LOAN DEFICIENCY,47353.78999999999
Missouri,2008,MILK INCOME LOSS CONTRACT II,1389.2
Missouri,2009,05 - 07 LIVESTOCK INDEMNITY PROGRAM,862.0
Missouri,2009,DAIRY INDEMNITY PROGRAM,21167.19
Missouri,2009,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,25318.0
Missouri,2009,DCP PROGRAM - DIRECT PAYMENTS,14570.0
Missouri,2009,DIRECT AND COUNTER CYCLICAL PROG,168239624.0
Missouri,2009,LIVESTOCK INDEMNITY PROGRAM,67575.37
Missouri,2009,LOAN DEFICIENCY,5907449.170000004
Missouri,2009,MILK INCOME LOSS CONTRACT II,11707830.639999986
Missouri,2010,ACRE DIRECT PAYMENTS,12485629.129999999
Missouri,2010,DAIRY INDEMNITY PROGRAM,1092.52
Missouri,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,1741081.0
Missouri,2010,DCP PROGRAM - DIRECT PAYMENTS,195471160.70999998
Missouri,2010,DIRECT AND COUNTER CYCLICAL PROG,20830984.43
Missouri,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",45988.0
Missouri,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,1363.0
Missouri,2010,LIVESTOCK INDEMNITY PAYMENTS,235426.81
Missouri,2010,LIVESTOCK INDEMNITY PROGRAM,836520.6699999999
Missouri,2010,LOAN DEFICIENCY,143278.07
Missouri,2010,MILK INCOME LOSS CONTRACT II,2584442.790000001
Missouri,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,32932348.22
Missouri,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,30324085.0
Missouri,2011,ACRE DIRECT PAYMENTS,8696730.48
Missouri,2011,ACRE PAYMENTS,3075540.0
Missouri,2011,AVERAGE CROP REVENUE ELECTION-ACRE,40697.0
Missouri,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,1961085.22
Missouri,2011,COUNTER CYCLICAL PAYMENT - UPLAND COTTON,5295.0
Missouri,2011,DCP - COUNTER CYCLICAL,6644.0
Missouri,2011,DCP - DIRECT,29911079.63
Missouri,2011,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,2099101.0
Missouri,2011,DCP PROGRAM - DIRECT PAYMENTS,131017688.34
Missouri,2011,DIRECT AND COUNTER CYCLICAL PROG,16971.63
Missouri,2011,DIRECT PAYMENT - CORN,187.0
Missouri,2011,DIRECT PAYMENT - SORGHUM,6.0
Missouri,2011,DIRECT PAYMENT - SOYBEANS,79.0
Missouri,2011,DIRECT PAYMENT - WHEAT,20.0
Missouri,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),39015.0
Missouri,2011,"INCOME LOSS - MILK, PART 2",2970.07
Missouri,2011,INDEMNITY PAYMENT - DAIRY,2679.66
Missouri,2011,LIVESTOCK FORAGE DISASTER PROGRAM,718422.0
Missouri,2011,LIVESTOCK INDEMNITY PAYMENTS,73809.0
Missouri,2011,LIVESTOCK INDEMNITY PROGRAM,1351127.0
Missouri,2011,LOAN DEFICIENCY,4523.4
Missouri,2011,MILK INCOME LOSS CONTRACT II,1383.53
Missouri,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,121016.0
Missouri,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,10715463.0
Missouri,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,12627595.39
Missouri,2012,AVERAGE CROP REVENUE ELECTION-ACRE,1515056.0
Missouri,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,8692283.77
Missouri,2012,DCP - COUNTER CYCLICAL,511.0
Missouri,2012,DCP - DIRECT,130213794.1
Missouri,2012,INDEMNITY PAYMENT - DAIRY,5297.57
Missouri,2012,LIVESTOCK FORAGE DISASTER PROGRAM,212856.0
Missouri,2012,LIVESTOCK INDEMNITY PROGRAM,566195.0
Missouri,2012,SUPL REVENUE ASSISTANCE - RECOVERY ACT,21.0
Missouri,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,1402025.0
Missouri,2013,AVERAGE CROP REVENUE ELECTION-ACRE,2765.0
Missouri,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,123650.44
Missouri,2013,DCP - COUNTER CYCLICAL,6.0
Missouri,2013,DCP - DIRECT,859065.5300000001
Missouri,2013,"INCOME LOSS - MILK, PART 2",2891111.7300000004
Missouri,2013,INDEMNITY PAYMENT - DAIRY,90788.79000000001
Missouri,2013,LIVESTOCK INDEMNITY PROGRAM,2.0
Missouri,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,61148042.910000004
Missouri,2014,AVERAGE CROP REVENUE ELECTION-ACRE,22566022.42
Missouri,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,5611919.04
Missouri,2014,DCP - COUNTER CYCLICAL,60.0
Missouri,2014,DCP - DIRECT,152703379.95
Missouri,2014,"INCOME LOSS - MILK, PART 2",26275.93
Missouri,2014,INDEMNITY PAYMENT - DAIRY,51323.40000000001
Missouri,2014,LIVESTOCK FORAGE PROGRAM,277137527.49
Missouri,2014,LIVESTOCK INDEMNITY PROGRAM,724857.0
Missouri,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,252459.61
Missouri,2014,TREE ASSISTANCE PROGRAM,9807.0
Missouri,2015,AVERAGE CROP REVENUE ELECTION-ACRE,6010868.35
Missouri,2015,AVERAGE CROP REVENUE ELECTION-DIRECT,41364.71
Missouri,2015,COTTON TRANSITION ASSISTANCE PROGRAM,11501081.76
Missouri,2015,DCP - DIRECT,61861.67
Missouri,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),885245.0
Missouri,2015,"INCOME LOSS - MILK, PART 2",1355.83
Missouri,2015,INDEMNITY PAYMENT - DAIRY,15070.460000000001
Missouri,2015,LIVESTOCK FORAGE PROGRAM,41363478.07
Missouri,2015,LIVESTOCK INDEMNITY PROGRAM,831184.0
Missouri,2015,MARGIN PROTECTION PROGRAM - DAIRY,12998.0
Missouri,2015,TREE ASSISTANCE PROGRAM,111371.0
Missouri,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,289018.0
Missouri,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7899264.48
Missouri,2016,AVERAGE CROP REVENUE ELECTION-ACRE,7174.0
Missouri,2016,COTTON TRANSITION ASSISTANCE PROGRAM,89303.98999999999
Missouri,2016,DCP - DIRECT,22856.64
Missouri,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),351325.0
Missouri,2016,INDEMNITY PAYMENT - DAIRY,2928.62
Missouri,2016,LIVESTOCK FORAGE PROGRAM,32408.91
Missouri,2016,LIVESTOCK INDEMNITY PROGRAM,319415.0
Missouri,2016,MARGIN PROTECTION PROGRAM - DAIRY,427229.0
Missouri,2016,PRICE LOSS COVERAGE PROGRAM,29397358.310000002
Missouri,2016,TREE ASSISTANCE PROGRAM,31172.0
Missouri,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,923485.1699999999
Missouri,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,176331995.66000003
Missouri,2017,AVERAGE CROP REVENUE ELECTION-ACRE,10.0
Missouri,2017,COTTON TRANSITION ASSISTANCE PROGRAM,3145.69
Missouri,2017,DCP - DIRECT,46688.0
Missouri,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),68260.0
Missouri,2017,INDEMNITY PAYMENT - DAIRY,3315.88
Missouri,2017,LIVESTOCK FORAGE PROGRAM,37512.0
Missouri,2017,LIVESTOCK INDEMNITY PROGRAM,345843.0
Missouri,2017,MARGIN PROTECTION PROGRAM - DAIRY,4521.0
Missouri,2017,PRICE LOSS COVERAGE PROGRAM,80181475.03
Missouri,2017,TREE ASSISTANCE PROGRAM,34809.0
Missouri,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,15442.0
Missouri,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,329829.0
Missouri,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,526925.0
Missouri,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,84200673.1
Missouri,2018,COTTON TRANSITION ASSISTANCE PROGRAM,514.0
Missouri,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),300682.0
Missouri,2018,INDEMNITY PAYMENT - DAIRY,2457.89
Missouri,2018,LIVESTOCK FORAGE PROGRAM,27463090.0
Missouri,2018,LIVESTOCK FORAGE PROGRAM,43655.61
Missouri,2018,LIVESTOCK INDEMNITY PROGRAM,101972.0
Missouri,2018,LIVESTOCK INDEMNITY PROGRAM,50888.0
Missouri,2018,MARGIN PROTECTION PROGRAM - DAIRY,3753630.0
Missouri,2018,PRICE LOSS COVERAGE PROGRAM,964271.92
Missouri,2018,PRICE LOSS COVERAGE PROGRAM,164170869.72000003
Missouri,2019,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,37550.0
Missouri,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,234267.0
Missouri,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,7632207.59
Missouri,2019,DAIRY MARGIN COVERAGE PROGRAM,3399173.219999997
Missouri,2019,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),192548.0
Missouri,2019,INDEMNITY PAYMENT - DAIRY,4501.2
Missouri,2019,LIVESTOCK FORAGE PROGRAM,49179112.71
Missouri,2019,LIVESTOCK INDEMNITY PROGRAM,331197.0
Missouri,2019,MARGIN PROTECTION  - DAIRY,13890.0
Missouri,2019,MARGIN PROTECTION PROGRAM - DAIRY,360618.0
Missouri,2019,PRICE LOSS COVERAGE PROGRAM,115447584.12
Missouri,2019,TREE ASSISTANCE PROGRAM,641.0
Missouri,2020,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,318821.0
Missouri,2020,AGRICULTURAL RISK COVERAGE PROG - COUNTY,62451697.78
Missouri,2020,DAIRY MARGIN COVERAGE,3378213.1800000025
Missouri,2020,DAIRY MARGIN COVERAGE PROGRAM,172563.36
Missouri,2020,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),58215.0
Missouri,2020,INDEMNITY PAYMENT - DAIRY,15787.41
Missouri,2020,LIVESTOCK FORAGE PROGRAM,2622.0
Missouri,2020,LIVESTOCK INDEMNITY PROGRAM,312374.36
Missouri,2020,PRICE LOSS COVERAGE PROGRAM,89533454.32
Missouri,2020,TREE ASSISTANCE PROGRAM,844.2
Missouri,2021,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,16368250.0
Missouri,2021,AGRICULTURAL RISK COVERAGE PROG - COUNTY,32059406.210000005
Missouri,2021,DAIRY MARGIN COVERAGE,9790073.27
Missouri,2021,DAIRY MARGIN COVERAGE PROGRAM,1986.45
Missouri,2021,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),131163.0
Missouri,2021,LIVESTOCK FORAGE PROGRAM,17963119.11
Missouri,2021,LIVESTOCK INDEMNITY PROGRAM,657116.78
Missouri,2021,PRICE LOSS COVERAGE PROGRAM,147789294.97
Missouri,2021,TREE ASSISTANCE PROGRAM,7649.39
Missouri,2022,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1827294.0
Missouri,2022,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1040366.0
Missouri,2022,DAIRY MARGIN COVERAGE,4635288.440000003
Missouri,2022,DMC PRGM-SUPPLEMENTAL,29536.140000000003
Missouri,2022,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),76567.0
Missouri,2022,LIVESTOCK FORAGE PROGRAM,7618.0
Missouri,2022,LIVESTOCK INDEMNITY PROGRAM,159873.0
Missouri,2022,PRICE LOSS COVERAGE PROGRAM,56838924.08
Montana,2005,EWE LAMB REPLACEMENT OR RETENTION,1002867.4
Montana,2005,LIVESTOCK ASSISTANCE PROGRAM,3869727.31
Montana,2006,EWE LAMB REPLACEMENT OR RETENTION,684.0
Montana,2006,"INCOME LOSS - MILK, PART 2",1021542.3900000002
Montana,2006,LIVESTOCK ASSISTANCE PROGRAM,25049632.15
Montana,2007,"INCOME LOSS - MILK, PART 2",430725.4300000001
Montana,2008,05 - 07 LIVESTOCK INDEMNITY PROGRAM,363890.0
Montana,2008,DIRECT AND COUNTER CYCLICAL PROG,15056277.0
Montana,2008,EMERGENCY LIVESTOCK FEED ASSISTANCE,1968.0
Montana,2008,LOAN DEFICIENCY,313933.94
Montana,2008,MILK INCOME LOSS CONTRACT II,7165.380000000001
Montana,2008,TREE ASSISTANCE PROGRAM - TIMBER,38.0
Montana,2009,DIRECT AND COUNTER CYCLICAL PROG,89756272.0
Montana,2009,LIVESTOCK INDEMNITY PROGRAM,199730.16
Montana,2009,LOAN DEFICIENCY,1058920.66
Montana,2009,MILK INCOME LOSS CONTRACT II,1868830.06
Montana,2010,ACRE DIRECT PAYMENTS,10957614.230000002
Montana,2010,DCP PROGRAM - COUNTER CYCLICAL PAYMENTS,3126.0
Montana,2010,DCP PROGRAM - DIRECT PAYMENTS,105207192.45999998
Montana,2010,DIRECT AND COUNTER CYCLICAL PROG,155100.09
Montana,2010,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",1383553.21
Montana,2010,LIVESTOCK COMPENSATION PROGRAM AUTHORIZE,3899.03
Montana,2010,LIVESTOCK FORAGE DISASTER  PROGRAM,7039667.6
Montana,2010,LIVESTOCK INDEMNITY PAYMENTS,252205.74
Montana,2010,LIVESTOCK INDEMNITY PROGRAM,3581772.3999999994
Montana,2010,LOAN DEFICIENCY,29484108.35000001
Montana,2010,MILK INCOME LOSS CONTRACT II,597687.8299999998
Montana,2010,SUPL REVENUE ASSISTANCE RECOVERY ACT,14375307.46
Montana,2010,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,21990342.990000002
Montana,2011,ACRE DIRECT PAYMENTS,7964980.0
Montana,2011,ACRE PAYMENTS,18539213.0
Montana,2011,AVERAGE CROP REVENUE ELECTION-ACRE,301864.0
Montana,2011,AVERAGE CROP REVENUE ELECTION-DIRECT,2120217.27
Montana,2011,DCP - DIRECT,15290123.25
Montana,2011,DCP PROGRAM - DIRECT PAYMENTS,72642983.16
Montana,2011,DURUM WHEAT QUALITY PROGRAM,72702.0
Montana,2011,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),209485.0
Montana,2011,"EMERGENCY ASSISTANCE LIVESTOCK, HONEYBEE, FISH",78654.09
Montana,2011,"INCOME LOSS - MILK, PART 2",1652.06
Montana,2011,LIVESTOCK COMPENSATION PROGRAM AUTHORIZE,2301.71
Montana,2011,LIVESTOCK FORAGE DISASTER  PROGRAM,16864.93
Montana,2011,LIVESTOCK FORAGE DISASTER PROGRAM,127676.6
Montana,2011,LIVESTOCK INDEMNITY PAYMENTS,54180.630000000005
Montana,2011,LIVESTOCK INDEMNITY PROGRAM,1191181.04
Montana,2011,LOAN DEFICIENCY,3070221.9799999995
Montana,2011,MILK INCOME LOSS CONTRACT II,1153.8400000000001
Montana,2011,SUPL REVENUE ASSISTANCE - RECOVERY ACT,56685.0
Montana,2011,SUPL REVENUE ASSISTANCE RECOVERY ACT,2324227.0
Montana,2011,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,57003933.86
Montana,2012,AVERAGE CROP REVENUE ELECTION-ACRE,7289.0
Montana,2012,AVERAGE CROP REVENUE ELECTION-DIRECT,7860290.0
Montana,2012,DCP - DIRECT,72722359.72
Montana,2012,LIVESTOCK INDEMNITY PROGRAM,887566.0
Montana,2012,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,6433423.13
Montana,2013,AVERAGE CROP REVENUE ELECTION-ACRE,631.0
Montana,2013,AVERAGE CROP REVENUE ELECTION-DIRECT,577930.63
Montana,2013,DCP - DIRECT,1294069.66
Montana,2013,"INCOME LOSS - MILK, PART 2",564926.5100000002
Montana,2013,LIVESTOCK INDEMNITY PROGRAM,27286.0
Montana,2013,LIVESTOCK INDEMNITY - TRUST FUND,100000.0
Montana,2013,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,26321697.52
Montana,2014,AVERAGE CROP REVENUE ELECTION-ACRE,142120.0
Montana,2014,AVERAGE CROP REVENUE ELECTION-DIRECT,569794.0
Montana,2014,DCP - DIRECT,93609405.16
Montana,2014,"INCOME LOSS - MILK, PART 2",29844.009999999995
Montana,2014,LIVESTOCK FORAGE DISASTER PROGRAM,106.0
Montana,2014,LIVESTOCK FORAGE PROGRAM,25066657.0
Montana,2014,LIVESTOCK INDEMNITY PROGRAM,504641.0
Montana,2014,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,2683866.0
Montana,2015,AVERAGE CROP REVENUE ELECTION-ACRE,333.0
Montana,2015,DCP - DIRECT,89598.0
Montana,2015,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2691578.0
Montana,2015,LIVESTOCK FORAGE PROGRAM,35099807.0
Montana,2015,LIVESTOCK INDEMNITY PROGRAM,2023353.6099999999
Montana,2015,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,139899.0
Montana,2016,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,5931763.0
Montana,2016,AGRICULTURAL RISK COVERAGE PROG - COUNTY,5529696.0
Montana,2016,DCP - DIRECT,5149.0
Montana,2016,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),310104.0
Montana,2016,LIVESTOCK FORAGE PROGRAM,11260799.0
Montana,2016,LIVESTOCK INDEMNITY PROGRAM,102437.0
Montana,2016,MARGIN PROTECTION PROGRAM - DAIRY,23414.0
Montana,2016,PRICE LOSS COVERAGE PROGRAM,578138.0
Montana,2016,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,100000.0
Montana,2017,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,9556342.74
Montana,2017,AGRICULTURAL RISK COVERAGE PROG - COUNTY,20936047.11
Montana,2017,AVERAGE CROP REVENUE ELECTION-DIRECT,523.0
Montana,2017,DCP - DIRECT,117079.0
Montana,2017,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),131956.0
Montana,2017,LIVESTOCK FORAGE PROGRAM,12621529.06
Montana,2017,LIVESTOCK INDEMNITY PROGRAM,198172.38
Montana,2017,PRICE LOSS COVERAGE PROGRAM,81791910.02000001
Montana,2017,SUPPLEMENTAL REVENUE ASSISTANCE PROGRAM,110514.0
Montana,2018,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,1179867.0
Montana,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1451354.76
Montana,2018,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,6109558.0
Montana,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,360083.0
Montana,2018,AGRICULTURAL RISK COVERAGE PROG - COUNTY,20214913.03
Montana,2018,DCP - DIRECT,986.0
Montana,2018,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),701309.75
Montana,2018,LIVESTOCK FORAGE PROGRAM,35843837.16
Montana,2018,LIVESTOCK FORAGE PROGRAM,31341668.67
Montana,2018,LIVESTOCK INDEMNITY PROGRAM,1086413.0
Montana,2018,LIVESTOCK INDEMNITY PROGRAM,38265.0
Montana,2018,MARGIN PROTECTION PROGRAM - DAIRY,849024.59
Montana,2018,PRICE LOSS COVERAGE PROGRAM,2312965.61
Montana,2018,PRICE LOSS COVERAGE PROGRAM,203019255.07000002
Montana,2019,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,9293305.51
Montana,2019,AGRICULTURAL RISK COVERAGE PROG - COUNTY,23149704.759999998
