state,fiscal_year,accounting_program_code,accounting_program_description,amount,category
Missouri,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,234267,ARC-Ind
Missouri,2019,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,37550,ARC-CO
Missouri,2019,2867,MARKET FACILITATION PROGRAM - CROPS,441117561.6,MFP
Missouri,2019,2868,MARKET FACILITATION PROGRAM - DAHG,4973650.54,MFP
Missouri,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,217193135.6,MFP
Missouri,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,238542.47,MFP
Missouri,2019,2879,TMP/MFP 2019 LIVESTOCK,3145197.85,MFP
Missouri,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,252485.37,MFP
Missouri,2019,3070,GRASSLANDS RESERVE PROGRAM,236586,Ad Hoc
Missouri,2019,4040,EMERGENCY CONSERVATION PROGRAM,28103,Ad Hoc
Missouri,2019,4042,EMERGENCY CONSERVATION PROGRAM FY17,1129724,Ad Hoc
Missouri,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,63279,Ad Hoc
Missouri,2019,4056,ECP COST SHARE FY 2018,15067,Ad Hoc
Missouri,2019,6150,CCC ORGANIC COST SHARE - CROPS,25466.38,Ad Hoc
Missouri,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,6191.82,Ad Hoc
Missouri,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2606.25,Ad Hoc
Missouri,2019,7900,INDEMNITY PAYMENT - DAIRY,4501.2,Ad Hoc
Missouri,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,360618,DMC
Missouri,2019,8030,MARGIN PROTECTION  - DAIRY,13890,DMC
Missouri,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,3399173.22,DMC
Missouri,2020,2775,NON-INSURED ASSISTANCE PROGRAM,275236,NAP
Missouri,2020,2832,LIVESTOCK INDEMNITY PROGRAM,312374.36,LIP
Missouri,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),58215,ELAP
Missouri,2020,2835,LIVESTOCK FORAGE PROGRAM,2622,LFP
Missouri,2020,2837,PRICE LOSS COVERAGE PROGRAM,89533454.32,PLC
Missouri,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,62451697.78,ARC-CO
Missouri,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,318821,ARC-Ind
Missouri,2020,2867,MARKET FACILITATION PROGRAM - CROPS,1021954,MFP
Missouri,2020,2868,MARKET FACILITATION PROGRAM - DAHG,69434,MFP
Missouri,2020,2872,TREE ASSISTANCE PROGRAM,844.2,TAP
Missouri,2020,2875,DIS/WH2 2019 WFHURRINDEMP,1399459.41,Ad Hoc
Missouri,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,406840051.6,MFP
Missouri,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,805193.15,MFP
Missouri,2020,2879,TMP/MFP 2019 LIVESTOCK,4882340.12,MFP
Missouri,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,617756.1,MFP
Missouri,2020,2888,WHIP PLUS 3 ASSISTANCE,32412301.99,Ad Hoc
Missouri,2020,2920,NAP REGULAR WEB-BASED,991656,NAP
Missouri,2020,3070,GRASSLANDS RESERVE PROGRAM,198554,Ad Hoc
Missouri,2020,4040,EMERGENCY CONSERVATION PROGRAM,107023,Ad Hoc
Missouri,2020,4042,EMERGENCY CONSERVATION PROGRAM FY17,735097,Ad Hoc
Missouri,2020,4056,ECP COST SHARE FY 2018,1253146,Ad Hoc
Missouri,2020,4058,ECP/HMC COST SHARE FY19,3440844,Ad Hoc
Missouri,2020,4920,CFAPCARES,156780758.5,CFAP
Missouri,2020,4921,CFAPCARES2,877.26,CFAP
Missouri,2020,4925,CFAPCCCCA,222745019.6,CFAP
Missouri,2020,4926,CFAPCCA2,40539809.91,CFAP
Missouri,2020,6150,CCC ORGANIC COST SHARE - CROPS,11545.29,Ad Hoc
Missouri,2020,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2575,Ad Hoc
Missouri,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3775,Ad Hoc
Missouri,2020,7900,INDEMNITY PAYMENT - DAIRY,15787.41,Ad Hoc
Missouri,2020,8053,DAIRY MARGIN COVERAGE,3378213.18,DMC
Missouri,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,172563.36,DMC
Missouri,2021,2775,NON-INSURED ASSISTANCE PROGRAM,985944,NAP
Missouri,2021,2832,LIVESTOCK INDEMNITY PROGRAM,657116.78,LIP
Missouri,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),131163,ELAP
Missouri,2021,2835,LIVESTOCK FORAGE PROGRAM,17963119.11,LFP
Missouri,2021,2837,PRICE LOSS COVERAGE PROGRAM,147789295,PLC
Missouri,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,32059406.21,ARC-CO
Missouri,2021,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,16368250,ARC-Ind
Missouri,2021,2867,MARKET FACILITATION PROGRAM - CROPS,63387,MFP
Missouri,2021,2872,TREE ASSISTANCE PROGRAM,7649.39,TAP
Missouri,2021,2875,DIS/WH2 2019 WFHURRINDEMP,989070.89,Ad Hoc
Missouri,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,447183.75,MFP
Missouri,2021,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,5736.92,MFP
Missouri,2021,2888,WHIP PLUS 3 ASSISTANCE,103693883.7,Ad Hoc
Missouri,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,36942.24,Ad Hoc
Missouri,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,1308197.36,Ad Hoc
Missouri,2021,2920,NAP REGULAR WEB-BASED,645314.12,NAP
Missouri,2021,3070,GRASSLANDS RESERVE PROGRAM,148312,Ad Hoc
Missouri,2021,4042,EMERGENCY CONSERVATION PROGRAM FY17,59788,Ad Hoc
Missouri,2021,4056,ECP COST SHARE FY 2018,5208231,Ad Hoc
Missouri,2021,4058,ECP/HMC COST SHARE FY19,4889079,Ad Hoc
Missouri,2021,4060,ECPCOF,423866.01,Ad Hoc
Missouri,2021,4062,WECP17OF,590655.97,Ad Hoc
Missouri,2021,4064,WECPCSCOF,202924,Ad Hoc
Missouri,2021,4920,CFAPCARES,1228198.9,CFAP
Missouri,2021,4921,CFAPCARES2,7356.78,CFAP
Missouri,2021,4923,CFAP3 - LTU,71422758.85,CFAP
Missouri,2021,4924,CFAP3 - TUP,194665489.1,CFAP
Missouri,2021,4925,CFAPCCCCA,1058248.96,CFAP
Missouri,2021,4926,CFAPCCA2,381990665,CFAP
Missouri,2021,6150,CCC ORGANIC COST SHARE - CROPS,20250.61,Ad Hoc
Missouri,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2774.95,Ad Hoc
Missouri,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,7475,Ad Hoc
Missouri,2021,6152,ORGANIC COST SHARE FEES- ST ORG PGM FEES,359.76,Ad Hoc
Missouri,2021,8053,DAIRY MARGIN COVERAGE,9790073.27,DMC
Missouri,2021,8053,DAIRY MARGIN COVERAGE PROGRAM,1986.45,DMC
Missouri,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,62000,Ad Hoc
Missouri,2021,8287,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,346128.52,Ad Hoc
Missouri,2022,2775,NON-INSURED ASSISTANCE PROGRAM,72362,NAP
Missouri,2022,2832,LIVESTOCK INDEMNITY PROGRAM,159873,LIP
Missouri,2022,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),76567,ELAP
Missouri,2022,2835,LIVESTOCK FORAGE PROGRAM,7618,LFP
Missouri,2022,2837,PRICE LOSS COVERAGE PROGRAM,56838924.08,PLC
Missouri,2022,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1040366,ARC-CO
Missouri,2022,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1827294,ARC-Ind
Missouri,2022,2875,DIS/WH2 2019 WFHURRINDEMP,235547.04,Ad Hoc
Missouri,2022,2888,WHIP PLUS 3 ASSISTANCE,6517629.62,Ad Hoc
Missouri,2022,2920,NAP REGULAR WEB-BASED,42495,NAP
Missouri,2022,3070,GRASSLANDS RESERVE PROGRAM,4904,Ad Hoc
Missouri,2022,4042,EMERGENCY CONSERVATION PROGRAM FY17,142066,Ad Hoc
Missouri,2022,4056,ECP COST SHARE FY 2018,5,Ad Hoc
Missouri,2022,4058,ECP/HMC COST SHARE FY19,323533,Ad Hoc
Missouri,2022,4060,ECPCOF,224149,Ad Hoc
Missouri,2022,4062,WECP17OF,3103,Ad Hoc
Missouri,2022,4920,CFAPCARES,1400,CFAP
Missouri,2022,4922,CFAPCARES2.1,9405501.81,CFAP
Missouri,2022,4923,CFAP3 - LTU,53296.5,CFAP
Missouri,2022,4924,CFAP3 - TUP,42098.03,CFAP
Missouri,2022,4925,CFAPCCCCA,1452,CFAP
Missouri,2022,4926,CFAPCCA2,340168.11,CFAP
Missouri,2022,6150,CCC ORGANIC COST SHARE - CROPS,11227.07,Ad Hoc
Missouri,2022,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1475,Ad Hoc
Missouri,2022,6152,CCC ORGANIC COST SHARE FEES - HANDLING,5275,Ad Hoc
Missouri,2022,8053,DAIRY MARGIN COVERAGE,4635288.44,DMC
Missouri,2022,8055,DMC PRGM-SUPPLEMENTAL,29536.14,DMC
Missouri,2022,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,3928146.11,Ad Hoc
Missouri,2022,8287,PANDEMIC LIVESTOCK INDEMNITY PROGRAM,160564.34,Ad Hoc
Montana,2018,2441,COTTON GINNING COST SHARE PROGRAM,366,Ad Hoc
Montana,2018,2766,BIOMASS CROP ASSIST COLLECTION MATCH PAY,39805,Ad Hoc
Montana,2018,2775,NON-INSURED ASSISTANCE PROGRAM,18682853.65,NAP
Montana,2018,2775,NON-INSURED ASSISTANCE PROGRAM,1691537,NAP
Montana,2018,2832,LIVESTOCK INDEMNITY PROGRAM,1086413,LIP
Montana,2018,2832,LIVESTOCK INDEMNITY PROGRAM,38265,LIP
Montana,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),701309.75,ELAP
Montana,2018,2835,LIVESTOCK FORAGE PROGRAM,35843837.16,LFP
Montana,2018,2835,LIVESTOCK FORAGE PROGRAM,31341668.67,LFP
Montana,2018,2837,PRICE LOSS COVERAGE PROGRAM,2312965.61,PLC
Montana,2018,2837,PRICE LOSS COVERAGE PROGRAM,203019255.1,PLC
Montana,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,360083,ARC-CO
Montana,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,20214913.03,ARC-CO
Montana,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1451354.76,ARC-Ind
Montana,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,6109558,ARC-Ind
Montana,2018,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,1179867,ARC-CO
Montana,2018,2867,MARKET FACILITATION PROGRAM - CROPS,228060,MFP
Montana,2018,2868,MARKET FACILITATION PROGRAM - DAHG,46259,MFP
Montana,2018,3070,GRASSLANDS RESERVE PROGRAM,160701,Ad Hoc
Montana,2018,3070,GRASSLANDS RESERVE PROGRAM,185146,Ad Hoc
Montana,2018,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,86346,Ad Hoc
Montana,2018,4040,EMERGENCY CONSERVATION PROGRAM,2029179,Ad Hoc
Montana,2018,4040,EMERGENCY CONSERVATION PROGRAM,162840,Ad Hoc
Montana,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,3724757.37,Ad Hoc
Montana,2018,4042,EMERGENCY CONSERVATION PROGRAM FY17,374829,Ad Hoc
Montana,2018,4056,ECP COST SHARE FY 2018,331098,Ad Hoc
Montana,2018,6150,CCC ORGANIC COST SHARE - CROPS,3882,Ad Hoc
Montana,2018,6150,CCC ORGANIC COST SHARE - CROPS,9095,Ad Hoc
Montana,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,750,Ad Hoc
Montana,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2250,Ad Hoc
Montana,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3750,Ad Hoc
Montana,2018,6742,DCP - DIRECT,986,Ad Hoc
Montana,2018,8025,MARGIN PROTECTION PROGRAM - DAIRY,849024.59,DMC
Montana,2019,2775,NON-INSURED ASSISTANCE PROGRAM,2124121,NAP
Montana,2019,2832,LIVESTOCK INDEMNITY PROGRAM,11425334.32,LIP
Montana,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2387853,ELAP
Montana,2019,2835,LIVESTOCK FORAGE PROGRAM,446480.96,LFP
Montana,2019,2837,PRICE LOSS COVERAGE PROGRAM,132987626.4,PLC
Montana,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,23149704.76,ARC-CO
Montana,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,9293305.51,ARC-Ind
Montana,2019,2867,MARKET FACILITATION PROGRAM - CROPS,26509791.02,MFP
Montana,2019,2868,MARKET FACILITATION PROGRAM - DAHG,2062136,MFP
Montana,2019,2870,MARKET FACILITATION PROG-SPECIALTY CROPS,252840,MFP
Montana,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,77659699.21,MFP
Montana,2019,2879,TMP/MFP 2019 LIVESTOCK,923945.3,MFP
Montana,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,1343390.05,MFP
Montana,2019,3070,GRASSLANDS RESERVE PROGRAM,501484,Ad Hoc
Montana,2019,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,69140,Ad Hoc
Montana,2019,4040,EMERGENCY CONSERVATION PROGRAM,1102514,Ad Hoc
Montana,2019,4042,EMERGENCY CONSERVATION PROGRAM FY17,925006,Ad Hoc
Montana,2019,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,17337,Ad Hoc
Montana,2019,4056,ECP COST SHARE FY 2018,1543983,Ad Hoc
Montana,2019,6150,CCC ORGANIC COST SHARE - CROPS,11185.1,Ad Hoc
Montana,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,2250,Ad Hoc
Montana,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,5250,Ad Hoc
Montana,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,42600,DMC
Montana,2019,8030,MARGIN PROTECTION  - DAIRY,2147,DMC
Montana,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,706606.48,DMC
Montana,2020,2775,NON-INSURED ASSISTANCE PROGRAM,1662651.34,NAP
Montana,2020,2832,LIVESTOCK INDEMNITY PROGRAM,3708777.87,LIP
Montana,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1018780,ELAP
Montana,2020,2835,LIVESTOCK FORAGE PROGRAM,63114,LFP
Montana,2020,2837,PRICE LOSS COVERAGE PROGRAM,68352431.75,PLC
Montana,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,8806939.98,ARC-CO
Montana,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,3722056.8,ARC-Ind
Montana,2020,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,970448,ARC-CO
Montana,2020,2867,MARKET FACILITATION PROGRAM - CROPS,55370,MFP
Montana,2020,2870,MARKET FACILITATION PROG-SPECIALTY CROPS,5787,MFP
Montana,2020,2875,DIS/WH2 2019 WFHURRINDEMP,758426.51,Ad Hoc
Montana,2020,2877,TMP/MFP 2019 NON SPECIALTY CROPS,44854222.28,MFP
Montana,2020,2878,TMP/MFP 2019 SPECIALITY CROPS,424779.41,MFP
Montana,2020,2879,TMP/MFP 2019 LIVESTOCK,1935828.75,MFP
Montana,2020,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,2093224.81,MFP
Montana,2020,2881,WML/WML 19 WHIP MILK LOSS,2212,Ad Hoc
Montana,2020,2888,WHIP PLUS 3 ASSISTANCE,3879666.03,Ad Hoc
Montana,2020,2907,SEAFOOD TRADE RELIEF PROGRAM,4010.72,Ad Hoc
Montana,2020,2920,NAP REGULAR WEB-BASED,3567751.34,NAP
Montana,2020,3070,GRASSLANDS RESERVE PROGRAM,348116,Ad Hoc
Montana,2020,3340,EMERGENCY FORESTRY RESTORATION PROGRAM,42877,Ad Hoc
Montana,2020,4040,EMERGENCY CONSERVATION PROGRAM,117757,Ad Hoc
Montana,2020,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,41941,Ad Hoc
Montana,2020,4056,ECP COST SHARE FY 2018,431230,Ad Hoc
Montana,2020,4058,ECP/HMC COST SHARE FY19,64183,Ad Hoc
Montana,2020,4920,CFAPCARES,51703110.45,CFAP
Montana,2020,4925,CFAPCCCCA,130271374.1,CFAP
Montana,2020,4926,CFAPCCA2,25846716.19,CFAP
Montana,2020,6150,CCC ORGANIC COST SHARE - CROPS,11968.61,Ad Hoc
Montana,2020,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2250,Ad Hoc
Montana,2020,8053,DAIRY MARGIN COVERAGE,848102.12,DMC
Montana,2020,8053,DAIRY MARGIN COVERAGE PROGRAM,127117.89,DMC
Montana,2021,2775,NON-INSURED ASSISTANCE PROGRAM,4638023.67,NAP
Montana,2021,2832,LIVESTOCK INDEMNITY PROGRAM,469978,LIP
Montana,2021,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1189954,ELAP
Montana,2021,2835,LIVESTOCK FORAGE PROGRAM,28994407,LFP
Montana,2021,2837,PRICE LOSS COVERAGE PROGRAM,185720819.8,PLC
Montana,2021,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,1636168,ARC-CO
Montana,2021,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,409757,ARC-Ind
Montana,2021,2867,MARKET FACILITATION PROGRAM - CROPS,1250,MFP
Montana,2021,2875,DIS/WH2 2019 WFHURRINDEMP,514386.4,Ad Hoc
Montana,2021,2877,TMP/MFP 2019 NON SPECIALTY CROPS,193423.08,MFP
Montana,2021,2878,TMP/MFP 2019 SPECIALITY CROPS,48827,MFP
Montana,2021,2879,TMP/MFP 2019 LIVESTOCK,390.72,MFP
Montana,2021,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,15981.26,MFP
Montana,2021,2888,WHIP PLUS 3 ASSISTANCE,7821215.39,Ad Hoc
Montana,2021,2907,SEAFOOD TRADE RELIEF PROGRAM,813900.3,Ad Hoc
Montana,2021,2908,QUALITY LOSS ADJUSTMENT PROGRAM,33796289.52,Ad Hoc
Montana,2021,2920,NAP REGULAR WEB-BASED,1104706.07,NAP
Montana,2021,3070,GRASSLANDS RESERVE PROGRAM,253695.97,Ad Hoc
Montana,2021,3365,ERFMCFSOF,15263,Ad Hoc
Montana,2021,4058,ECP/HMC COST SHARE FY19,43592,Ad Hoc
Montana,2021,4060,ECPCOF,44885,Ad Hoc
Montana,2021,4061,WECPCOF,379938,Ad Hoc
Montana,2021,4920,CFAPCARES,1759778.69,CFAP
Montana,2021,4923,CFAP3 - LTU,48221694.57,CFAP
Montana,2021,4924,CFAP3 - TUP,147995610.7,CFAP
Montana,2021,4925,CFAPCCCCA,3208493.61,CFAP
Montana,2021,4926,CFAPCCA2,246860523.1,CFAP
Montana,2021,6150,CCC ORGANIC COST SHARE - CROPS,8634.61,Ad Hoc
Montana,2021,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1455.57,Ad Hoc
Montana,2021,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2625,Ad Hoc
Montana,2021,8053,DAIRY MARGIN COVERAGE,2383529.77,DMC
Montana,2021,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,8000,Ad Hoc
Montana,2022,2775,NON-INSURED ASSISTANCE PROGRAM,963885,NAP
Montana,2022,2832,LIVESTOCK INDEMNITY PROGRAM,7901,LIP
Montana,2022,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1761279,ELAP
Montana,2022,2835,LIVESTOCK FORAGE PROGRAM,32247523.57,LFP
Montana,2022,2837,PRICE LOSS COVERAGE PROGRAM,99876958.43,PLC
Montana,2022,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,482093,ARC-CO
Montana,2022,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,52700,ARC-Ind
Montana,2022,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,81296,ARC-CO
Montana,2022,2875,DIS/WH2 2019 WFHURRINDEMP,128596.6,Ad Hoc
Montana,2022,2888,WHIP PLUS 3 ASSISTANCE,1140523.41,Ad Hoc
Montana,2022,2908,QUALITY LOSS ADJUSTMENT PROGRAM,126092.89,Ad Hoc
Montana,2022,2920,NAP REGULAR WEB-BASED,1408886,NAP
Montana,2022,3070,GRASSLANDS RESERVE PROGRAM,64926,Ad Hoc
Montana,2022,3365,ERFMCFSOF,6670,Ad Hoc
Montana,2022,4060,ECPCOF,219707,Ad Hoc
Montana,2022,4061,WECPCOF,314599,Ad Hoc
Montana,2022,4920,CFAPCARES,27583.28,CFAP
Montana,2022,4922,CFAPCARES2.1,45465.69,CFAP
Montana,2022,4923,CFAP3 - LTU,72194.24,CFAP
Montana,2022,4924,CFAP3 - TUP,108103.94,CFAP
Montana,2022,4926,CFAPCCA2,847721.4,CFAP
Montana,2022,6150,CCC ORGANIC COST SHARE - CROPS,7061.49,Ad Hoc
Montana,2022,6150,CCC ORGANIC COST SHARE - LIVESTOCK,1050,Ad Hoc
Montana,2022,6152,CCC ORGANIC COST SHARE FEES - HANDLING,1500,Ad Hoc
Montana,2022,8053,DAIRY MARGIN COVERAGE,1268199.98,DMC
Montana,2022,8286,PANDEMIC ASST-TIMBER HARVESTERS/HAULERS,1517032.59,Ad Hoc
Nebraska,2018,2441,COTTON GINNING COST SHARE PROGRAM,9218,Ad Hoc
Nebraska,2018,2775,NON-INSURED ASSISTANCE PROGRAM,444406,NAP
Nebraska,2018,2775,NON-INSURED ASSISTANCE PROGRAM,87087,NAP
Nebraska,2018,2832,LIVESTOCK INDEMNITY PROGRAM,830870,LIP
Nebraska,2018,2832,LIVESTOCK INDEMNITY PROGRAM,67121.7,LIP
Nebraska,2018,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),616622,ELAP
Nebraska,2018,2834,TREE ASSISTANCE PROGRAM,48499,TAP
Nebraska,2018,2835,LIVESTOCK FORAGE PROGRAM,59700,LFP
Nebraska,2018,2835,LIVESTOCK FORAGE PROGRAM,54909,LFP
Nebraska,2018,2837,PRICE LOSS COVERAGE PROGRAM,341082,PLC
Nebraska,2018,2837,PRICE LOSS COVERAGE PROGRAM,81011784.21,PLC
Nebraska,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,3427501.3,ARC-CO
Nebraska,2018,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,567246110.8,ARC-CO
Nebraska,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,396536,ARC-Ind
Nebraska,2018,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,1318799,ARC-Ind
Nebraska,2018,2867,MARKET FACILITATION PROGRAM - CROPS,229843,MFP
Nebraska,2018,2868,MARKET FACILITATION PROGRAM - DAHG,513412,MFP
Nebraska,2018,3070,GRASSLANDS RESERVE PROGRAM,88501,Ad Hoc
Nebraska,2018,3070,GRASSLANDS RESERVE PROGRAM,51504,Ad Hoc
Nebraska,2018,4040,EMERGENCY CONSERVATION PROGRAM,3781,Ad Hoc
Nebraska,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,20981,Ad Hoc
Nebraska,2018,4050,EMERGENCY CONSERVATION PROGRAM STAFFORD,20084,Ad Hoc
Nebraska,2018,6150,CCC ORGANIC COST SHARE - CROPS,42065.5,Ad Hoc
Nebraska,2018,6150,CCC ORGANIC COST SHARE - CROPS,50750,Ad Hoc
Nebraska,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,3273,Ad Hoc
Nebraska,2018,6150,CCC ORGANIC COST SHARE - LIVESTOCK,5205,Ad Hoc
Nebraska,2018,6150,CCC ORGANIC COST SHARE - WILD CROPS,188,Ad Hoc
Nebraska,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,2927,Ad Hoc
Nebraska,2018,6152,CCC ORGANIC COST SHARE FEES - HANDLING,6774,Ad Hoc
Nebraska,2018,6752,DCP - DIRECT,37191,Ad Hoc
Nebraska,2018,7900,INDEMNITY PAYMENT - DAIRY,25899.12,Ad Hoc
Nebraska,2018,8025,MARGIN PROTECTION PROGRAM - DAIRY,1462868,DMC
Nebraska,2019,2775,NON-INSURED ASSISTANCE PROGRAM,861680,NAP
Nebraska,2019,2832,LIVESTOCK INDEMNITY PROGRAM,7525169.9,LIP
Nebraska,2019,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),1137047,ELAP
Nebraska,2019,2835,LIVESTOCK FORAGE PROGRAM,22658,LFP
Nebraska,2019,2837,PRICE LOSS COVERAGE PROGRAM,51351723.63,PLC
Nebraska,2019,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,67593426.64,ARC-CO
Nebraska,2019,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,812859,ARC-Ind
Nebraska,2019,2867,MARKET FACILITATION PROGRAM - CROPS,566101400.1,MFP
Nebraska,2019,2868,MARKET FACILITATION PROGRAM - DAHG,9482719.12,MFP
Nebraska,2019,2877,TMP/MFP 2019 NON SPECIALTY CROPS,375671291.2,MFP
Nebraska,2019,2878,TMP/MFP 2019 SPECIALITY CROPS,4881.25,MFP
Nebraska,2019,2879,TMP/MFP 2019 LIVESTOCK,5245684.73,MFP
Nebraska,2019,2880,TMP/MFP 2019 NON-SPECIALITY CROPS-A,1014966.58,MFP
Nebraska,2019,3070,GRASSLANDS RESERVE PROGRAM,161456,Ad Hoc
Nebraska,2019,4056,ECP COST SHARE FY 2018,776016.93,Ad Hoc
Nebraska,2019,6150,CCC ORGANIC COST SHARE - CROPS,58114.17,Ad Hoc
Nebraska,2019,6150,CCC ORGANIC COST SHARE - LIVESTOCK,3781.88,Ad Hoc
Nebraska,2019,6150,CCC ORGANIC COST SHARE - WILD CROPS,280,Ad Hoc
Nebraska,2019,6152,CCC ORGANIC COST SHARE FEES - HANDLING,3556.5,Ad Hoc
Nebraska,2019,8025,MARGIN PROTECTION PROGRAM - DAIRY,68616.09,DMC
Nebraska,2019,8053,DAIRY MARGIN COVERAGE PROGRAM,1549360.61,DMC
Nebraska,2020,2775,NON-INSURED ASSISTANCE PROGRAM,192097.7,NAP
Nebraska,2020,2832,LIVESTOCK INDEMNITY PROGRAM,19920316.51,LIP
Nebraska,2020,2833,EMERG ASSIST LIVESTOCK BEES FISH (ELAP),2696646.85,ELAP
Nebraska,2020,2837,PRICE LOSS COVERAGE PROGRAM,25966395.03,PLC
Nebraska,2020,2838,AGRICULTURAL RISK COVERAGE PROG - COUNTY,16448144.21,ARC-CO
Nebraska,2020,2840,AGRICULTURAL RISK COVERAGE - INDIVIDUAL,295082,ARC-Ind
Nebraska,2020,2862,AGRICULTURAL RISK COVERAGE -COUNTY PILOT,33,ARC-CO
Nebraska,2020,2867,MARKET FACILITATION PROGRAM - CROPS,1181493.63,MFP
Nebraska,2020,2868,MARKET FACILITATION PROGRAM - DAHG,965161,MFP
Nebraska,2020,2875,DIS/WH2 2019 WFHURRINDEMP,613685.53,Ad Hoc
