STATE,COUNTY,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX()
New Mexico,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,12,"$1,044 ","1,422"
New Mexico,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"1,423"
New Mexico,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"1,424"
New Mexico,Total,EQIP IRA,Silvopasture (381),2023,,,"1,425"
New Mexico,Total,EQIP IRA,Silvopasture (381),Total,,,"1,426"
New Mexico,Total,EQIP IRA,Sprinkler System (442),2023,11,"$570,285 ","1,427"
New Mexico,Total,EQIP IRA,Sprinkler System (442),Total,11,"$570,285 ","1,428"
New Mexico,Total,EQIP IRA,Structure for Water Control (587),2023,22,"$91,165 ","1,429"
New Mexico,Total,EQIP IRA,Structure for Water Control (587),Total,22,"$91,165 ","1,430"
New Mexico,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"1,431"
New Mexico,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"1,432"
New Mexico,Total,EQIP IRA,Total,2023,571,"$4,801,276 ","1,433"
New Mexico,Total,EQIP IRA,Total,Total,571,"$4,801,276 ","1,434"
New Mexico,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"1,435"
New Mexico,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"1,436"
New Mexico,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,"1,437"
New Mexico,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,"1,438"
New Mexico,Total,EQIP IRA,Water Well (642),2023,7,"$142,273 ","1,439"
New Mexico,Total,EQIP IRA,Water Well (642),Total,7,"$142,273 ","1,440"
New Mexico,Total,EQIP IRA,Watering Facility (614),2023,26,"$182,462 ","1,441"
New Mexico,Total,EQIP IRA,Watering Facility (614),Total,26,"$182,462 ","1,442"
New Mexico,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"1,443"
New Mexico,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"1,444"
New Mexico,Total,EQIP IRA,Woody Residue Treatment (384),2023,94,"$99,353 ","1,445"
New Mexico,Total,EQIP IRA,Woody Residue Treatment (384),Total,94,"$99,353 ","1,446"
New York,Total,EQIP IRA,Access Road (560),2023,4,"$59,346 ","1,447"
New York,Total,EQIP IRA,Access Road (560),Total,4,"$59,346 ","1,448"
New York,Total,EQIP IRA,Cover Crop (340),2023,11,"$43,326 ","1,449"
New York,Total,EQIP IRA,Cover Crop (340),Total,11,"$43,326 ","1,450"
New York,Total,EQIP IRA,Critical Area Planting (342),2023,7,"$2,820 ","1,451"
New York,Total,EQIP IRA,Critical Area Planting (342),Total,7,"$2,820 ","1,452"
New York,Total,EQIP IRA,Diversion (362),2023,,,"1,453"
New York,Total,EQIP IRA,Diversion (362),Total,,,"1,454"
New York,Total,EQIP IRA,Fence (382),2023,7,"$67,792 ","1,455"
New York,Total,EQIP IRA,Fence (382),Total,7,"$67,792 ","1,456"
New York,Total,EQIP IRA,Heavy Use Area Protection (561),2023,6,"$189,777 ","1,457"
New York,Total,EQIP IRA,Heavy Use Area Protection (561),Total,6,"$189,777 ","1,458"
New York,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,"1,459"
New York,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,,,"1,460"
New York,Total,EQIP IRA,Mulching (484),2023,6,"$1,902 ","1,461"
New York,Total,EQIP IRA,Mulching (484),Total,6,"$1,902 ","1,462"
New York,Total,EQIP IRA,Nutrient Management (590),2023,15,"$192,768 ","1,463"
New York,Total,EQIP IRA,Nutrient Management (590),Total,15,"$192,768 ","1,464"
New York,Total,EQIP IRA,Obstruction Removal (500),2023,,,"1,465"
New York,Total,EQIP IRA,Obstruction Removal (500),Total,,,"1,466"
New York,Total,EQIP IRA,Pond Sealing or Lining - Concrete (522),2023,,,"1,467"
New York,Total,EQIP IRA,Pond Sealing or Lining - Concrete (522),Total,,,"1,468"
New York,Total,EQIP IRA,Pumping Plant (533),2023,5,"$84,045 ","1,469"
New York,Total,EQIP IRA,Pumping Plant (533),Total,5,"$84,045 ","1,470"
New York,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"1,471"
New York,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"1,472"
New York,Total,EQIP IRA,Riparian Forest Buffer (391),2023,,,"1,473"
New York,Total,EQIP IRA,Riparian Forest Buffer (391),Total,,,"1,474"
New York,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"1,475"
New York,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"1,476"
New York,Total,EQIP IRA,Roofs and Covers (367),2023,,,"1,477"
New York,Total,EQIP IRA,Roofs and Covers (367),Total,,,"1,478"
New York,Total,EQIP IRA,Structure for Water Control (587),2023,,,"1,479"
New York,Total,EQIP IRA,Structure for Water Control (587),Total,,,"1,480"
New York,Total,EQIP IRA,Subsurface Drain (606),2023,,,"1,481"
New York,Total,EQIP IRA,Subsurface Drain (606),Total,,,"1,482"
New York,Total,EQIP IRA,Total,2023,107,"$2,058,215 ","1,483"
New York,Total,EQIP IRA,Total,Total,107,"$2,058,215 ","1,484"
New York,Total,EQIP IRA,Trails and Walkways (575),2023,,,"1,485"
New York,Total,EQIP IRA,Trails and Walkways (575),Total,,,"1,486"
New York,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,"1,487"
New York,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,"1,488"
New York,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"1,489"
New York,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"1,490"
New York,Total,EQIP IRA,Underground Outlet (620),2023,4,"$10,641 ","1,491"
New York,Total,EQIP IRA,Underground Outlet (620),Total,4,"$10,641 ","1,492"
New York,Total,EQIP IRA,Waste Facility Closure (360),2023,,,"1,493"
New York,Total,EQIP IRA,Waste Facility Closure (360),Total,,,"1,494"
New York,Total,EQIP IRA,Waste Storage Facility (313),2023,5,"$830,027 ","1,495"
New York,Total,EQIP IRA,Waste Storage Facility (313),Total,5,"$830,027 ","1,496"
New York,Total,EQIP IRA,Waste Transfer (634),2023,10,"$136,956 ","1,497"
New York,Total,EQIP IRA,Waste Transfer (634),Total,10,"$136,956 ","1,498"
New York,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"1,499"
New York,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"1,500"
North Carolina,Total,EQIP IRA,Access Control (472),2023,7,$401 ,"1,501"
North Carolina,Total,EQIP IRA,Access Control (472),Total,7,$401 ,"1,502"
North Carolina,Total,EQIP IRA,Brush Management (314),2023,15,"$57,547 ","1,503"
North Carolina,Total,EQIP IRA,Brush Management (314),Total,15,"$57,547 ","1,504"
North Carolina,Total,EQIP IRA,Conservation Crop Rotation (328),2023,18,"$91,980 ","1,505"
North Carolina,Total,EQIP IRA,Conservation Crop Rotation (328),Total,18,"$91,980 ","1,506"
North Carolina,Total,EQIP IRA,Cover Crop (340),2023,77,"$1,103,473 ","1,507"
North Carolina,Total,EQIP IRA,Cover Crop (340),Total,77,"$1,103,473 ","1,508"
North Carolina,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,4,"$1,339 ","1,509"
North Carolina,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,4,"$1,339 ","1,510"
North Carolina,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,"1,511"
North Carolina,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,"1,512"
North Carolina,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,"1,513"
North Carolina,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,,,"1,514"
North Carolina,Total,EQIP IRA,Fence (382),2023,20,"$67,258 ","1,515"
North Carolina,Total,EQIP IRA,Fence (382),Total,20,"$67,258 ","1,516"
North Carolina,Total,EQIP IRA,Firebreak (394),2023,,,"1,517"
North Carolina,Total,EQIP IRA,Firebreak (394),Total,,,"1,518"
North Carolina,Total,EQIP IRA,Forage Harvest Management (511),2023,,,"1,519"
North Carolina,Total,EQIP IRA,Forage Harvest Management (511),Total,,,"1,520"
North Carolina,Total,EQIP IRA,Forest Stand Improvement (666),2023,20,"$252,092 ","1,521"
North Carolina,Total,EQIP IRA,Forest Stand Improvement (666),Total,20,"$252,092 ","1,522"
North Carolina,Total,EQIP IRA,Grassed Waterway (412),2023,,,"1,523"
North Carolina,Total,EQIP IRA,Grassed Waterway (412),Total,,,"1,524"
North Carolina,Total,EQIP IRA,Heavy Use Area Protection (561),2023,22,"$21,774 ","1,525"
North Carolina,Total,EQIP IRA,Heavy Use Area Protection (561),Total,22,"$21,774 ","1,526"
North Carolina,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,16,"$4,100 ","1,527"
North Carolina,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,16,"$4,100 ","1,528"
North Carolina,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,"1,529"
North Carolina,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,"1,530"
North Carolina,Total,EQIP IRA,Livestock Pipeline (516),2023,18,"$54,253 ","1,531"
North Carolina,Total,EQIP IRA,Livestock Pipeline (516),Total,18,"$54,253 ","1,532"
North Carolina,Total,EQIP IRA,Mulching (484),2023,,,"1,533"
North Carolina,Total,EQIP IRA,Mulching (484),Total,,,"1,534"
North Carolina,Total,EQIP IRA,Nutrient Management (590),2023,,,"1,535"
North Carolina,Total,EQIP IRA,Nutrient Management (590),Total,,,"1,536"
North Carolina,Total,EQIP IRA,Pasture and Hay Planting (512),2023,6,"$14,438 ","1,537"
North Carolina,Total,EQIP IRA,Pasture and Hay Planting (512),Total,6,"$14,438 ","1,538"
North Carolina,Total,EQIP IRA,Prescribed Burning (338),2023,6,"$7,864 ","1,539"
North Carolina,Total,EQIP IRA,Prescribed Burning (338),Total,6,"$7,864 ","1,540"
North Carolina,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$8,719 ","1,541"
North Carolina,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$8,719 ","1,542"
North Carolina,Total,EQIP IRA,Pumping Plant (533),2023,5,"$15,885 ","1,543"
North Carolina,Total,EQIP IRA,Pumping Plant (533),Total,5,"$15,885 ","1,544"
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,18,"$139,761 ","1,545"
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,18,"$139,761 ","1,546"
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"1,547"
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"1,548"
North Carolina,Total,EQIP IRA,Riparian Forest Buffer (391),2023,,,"1,549"
North Carolina,Total,EQIP IRA,Riparian Forest Buffer (391),Total,,,"1,550"
North Carolina,Total,EQIP IRA,Spring Development (574),2023,,,"1,551"
North Carolina,Total,EQIP IRA,Spring Development (574),Total,,,"1,552"
North Carolina,Total,EQIP IRA,Structures for Wildlife (649),2023,4,$444 ,"1,553"
North Carolina,Total,EQIP IRA,Structures for Wildlife (649),Total,4,$444 ,"1,554"
North Carolina,Total,EQIP IRA,Total,2023,433,"$3,016,057 ","1,555"
North Carolina,Total,EQIP IRA,Total,Total,433,"$3,016,057 ","1,556"
North Carolina,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,57,"$484,315 ","1,557"
North Carolina,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,57,"$484,315 ","1,558"
North Carolina,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,56,"$378,394 ","1,559"
North Carolina,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,56,"$378,394 ","1,560"
North Carolina,Total,EQIP IRA,Water Well (642),2023,5,"$92,400 ","1,561"
North Carolina,Total,EQIP IRA,Water Well (642),Total,5,"$92,400 ","1,562"
North Carolina,Total,EQIP IRA,Watering Facility (614),2023,26,"$59,724 ","1,563"
North Carolina,Total,EQIP IRA,Watering Facility (614),Total,26,"$59,724 ","1,564"
North Carolina,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,9,"$40,397 ","1,565"
North Carolina,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,9,"$40,397 ","1,566"
North Dakota,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,567"
North Dakota,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,568"
North Dakota,Total,EQIP IRA,Conservation Crop Rotation (328),2023,5,"$58,500 ","1,569"
North Dakota,Total,EQIP IRA,Conservation Crop Rotation (328),Total,5,"$58,500 ","1,570"
North Dakota,Total,EQIP IRA,Cover Crop (340),2023,45,"$396,013 ","1,571"
North Dakota,Total,EQIP IRA,Cover Crop (340),Total,45,"$396,013 ","1,572"
North Dakota,Total,EQIP IRA,Fence (382),2023,4,"$23,042 ","1,573"
North Dakota,Total,EQIP IRA,Fence (382),Total,4,"$23,042 ","1,574"
North Dakota,Total,EQIP IRA,Forage Harvest Management (511),2023,11,"$1,336 ","1,575"
North Dakota,Total,EQIP IRA,Forage Harvest Management (511),Total,11,"$1,336 ","1,576"
North Dakota,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"1,577"
North Dakota,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"1,578"
North Dakota,Total,EQIP IRA,Mulching (484),2023,,,"1,579"
North Dakota,Total,EQIP IRA,Mulching (484),Total,,,"1,580"
North Dakota,Total,EQIP IRA,Nutrient Management (590),2023,48,"$1,195,285 ","1,581"
North Dakota,Total,EQIP IRA,Nutrient Management (590),Total,48,"$1,195,285 ","1,582"
North Dakota,Total,EQIP IRA,Pasture and Hay Planting (512),2023,45,"$190,017 ","1,583"
North Dakota,Total,EQIP IRA,Pasture and Hay Planting (512),Total,45,"$190,017 ","1,584"
North Dakota,Total,EQIP IRA,Prescribed Grazing (528),2023,12,"$21,104 ","1,585"
North Dakota,Total,EQIP IRA,Prescribed Grazing (528),Total,12,"$21,104 ","1,586"
North Dakota,Total,EQIP IRA,Pumping Plant (533),2023,5,"$27,515 ","1,587"
North Dakota,Total,EQIP IRA,Pumping Plant (533),Total,5,"$27,515 ","1,588"
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,42,"$837,189 ","1,589"
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,42,"$837,189 ","1,590"
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,15,"$184,225 ","1,591"
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,15,"$184,225 ","1,592"
North Dakota,Total,EQIP IRA,Salinity and Sodic Soil Management (610),2023,6,"$3,412 ","1,593"
North Dakota,Total,EQIP IRA,Salinity and Sodic Soil Management (610),Total,6,"$3,412 ","1,594"
North Dakota,Total,EQIP IRA,Spring Development (574),2023,,,"1,595"
North Dakota,Total,EQIP IRA,Spring Development (574),Total,,,"1,596"
North Dakota,Total,EQIP IRA,Total,2023,262,"$3,036,821 ","1,597"
North Dakota,Total,EQIP IRA,Total,Total,262,"$3,036,821 ","1,598"
North Dakota,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"1,599"
North Dakota,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"1,600"
North Dakota,Total,EQIP IRA,Water Well (642),2023,,,"1,601"
North Dakota,Total,EQIP IRA,Water Well (642),Total,,,"1,602"
North Dakota,Total,EQIP IRA,Watering Facility (614),2023,7,"$26,672 ","1,603"
North Dakota,Total,EQIP IRA,Watering Facility (614),Total,7,"$26,672 ","1,604"
North Dakota,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"1,605"
North Dakota,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"1,606"
Northern Mariana Islands,Total,EQIP IRA,Alley Cropping (311),2023,,,"1,607"
Northern Mariana Islands,Total,EQIP IRA,Alley Cropping (311),Total,,,"1,608"
Northern Mariana Islands,Total,EQIP IRA,Brush Management (314),2023,13,"$79,799 ","1,609"
Northern Mariana Islands,Total,EQIP IRA,Brush Management (314),Total,13,"$79,799 ","1,610"
Northern Mariana Islands,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,611"
Northern Mariana Islands,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,612"
Northern Mariana Islands,Total,EQIP IRA,Fence (382),2023,,,"1,613"
Northern Mariana Islands,Total,EQIP IRA,Fence (382),Total,,,"1,614"
Northern Mariana Islands,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,"1,615"
Northern Mariana Islands,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,"1,616"
Northern Mariana Islands,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"1,617"
Northern Mariana Islands,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"1,618"
Northern Mariana Islands,Total,EQIP IRA,Mulching (484),2023,24,"$130,095 ","1,619"
Northern Mariana Islands,Total,EQIP IRA,Mulching (484),Total,24,"$130,095 ","1,620"
Northern Mariana Islands,Total,EQIP IRA,Pasture and Hay Planting (512),2023,12,"$56,826 ","1,621"
Northern Mariana Islands,Total,EQIP IRA,Pasture and Hay Planting (512),Total,12,"$56,826 ","1,622"
Northern Mariana Islands,Total,EQIP IRA,Prescribed Grazing (528),2023,12,"$31,137 ","1,623"
Northern Mariana Islands,Total,EQIP IRA,Prescribed Grazing (528),Total,12,"$31,137 ","1,624"
Northern Mariana Islands,Total,EQIP IRA,Total,2023,86,"$337,205 ","1,625"
Northern Mariana Islands,Total,EQIP IRA,Total,Total,86,"$337,205 ","1,626"
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,6,"$6,823 ","1,627"
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,6,"$6,823 ","1,628"
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,6,"$2,496 ","1,629"
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,6,"$2,496 ","1,630"
Northern Mariana Islands,Total,EQIP IRA,Vegetative Barrier (601),2023,,,"1,631"
Northern Mariana Islands,Total,EQIP IRA,Vegetative Barrier (601),Total,,,"1,632"
Northern Mariana Islands,Total,EQIP IRA,Watering Facility (614),2023,,,"1,633"
Northern Mariana Islands,Total,EQIP IRA,Watering Facility (614),Total,,,"1,634"
Northern Mariana Islands,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"1,635"
Northern Mariana Islands,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"1,636"
Ohio,Total,EQIP IRA,Access Road (560),2023,32,"$161,827 ","1,637"
Ohio,Total,EQIP IRA,Access Road (560),Total,32,"$161,827 ","1,638"
Ohio,Total,EQIP IRA,Brush Management (314),2023,4,$968 ,"1,639"
Ohio,Total,EQIP IRA,Brush Management (314),Total,4,$968 ,"1,640"
Ohio,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,641"
Ohio,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,642"
Ohio,Total,EQIP IRA,Conservation Crop Rotation (328),2023,6,"$1,418 ","1,643"
Ohio,Total,EQIP IRA,Conservation Crop Rotation (328),Total,6,"$1,418 ","1,644"
Ohio,Total,EQIP IRA,Cover Crop (340),2023,195,"$907,733 ","1,645"
Ohio,Total,EQIP IRA,Cover Crop (340),Total,195,"$907,733 ","1,646"
Ohio,Total,EQIP IRA,Critical Area Planting (342),2023,6,"$3,467 ","1,647"
Ohio,Total,EQIP IRA,Critical Area Planting (342),Total,6,"$3,467 ","1,648"
Ohio,Total,EQIP IRA,Fence (382),2023,178,"$540,053 ","1,649"
Ohio,Total,EQIP IRA,Fence (382),Total,178,"$540,053 ","1,650"
Ohio,Total,EQIP IRA,Filter Strip (393),2023,,,"1,651"
Ohio,Total,EQIP IRA,Filter Strip (393),Total,,,"1,652"
Ohio,Total,EQIP IRA,Grassed Waterway (412),2023,6,"$29,578 ","1,653"
Ohio,Total,EQIP IRA,Grassed Waterway (412),Total,6,"$29,578 ","1,654"
Ohio,Total,EQIP IRA,Heavy Use Area Protection (561),2023,116,"$221,092 ","1,655"
Ohio,Total,EQIP IRA,Heavy Use Area Protection (561),Total,116,"$221,092 ","1,656"
Ohio,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,4,"$2,357 ","1,657"
Ohio,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,4,"$2,357 ","1,658"
Ohio,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,5,"$38,931 ","1,659"
Ohio,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,5,"$38,931 ","1,660"
Ohio,Total,EQIP IRA,Livestock Pipeline (516),2023,118,"$180,068 ","1,661"
Ohio,Total,EQIP IRA,Livestock Pipeline (516),Total,118,"$180,068 ","1,662"
Ohio,Total,EQIP IRA,Mulching (484),2023,10,"$88,367 ","1,663"
Ohio,Total,EQIP IRA,Mulching (484),Total,10,"$88,367 ","1,664"
Ohio,Total,EQIP IRA,Nutrient Management (590),2023,80,"$463,469 ","1,665"
Ohio,Total,EQIP IRA,Nutrient Management (590),Total,80,"$463,469 ","1,666"
Ohio,Total,EQIP IRA,Pasture and Hay Planting (512),2023,56,"$124,963 ","1,667"
Ohio,Total,EQIP IRA,Pasture and Hay Planting (512),Total,56,"$124,963 ","1,668"
Ohio,Total,EQIP IRA,Prescribed Grazing (528),2023,123,"$103,821 ","1,669"
Ohio,Total,EQIP IRA,Prescribed Grazing (528),Total,123,"$103,821 ","1,670"
Ohio,Total,EQIP IRA,Pumping Plant (533),2023,11,"$31,206 ","1,671"
Ohio,Total,EQIP IRA,Pumping Plant (533),Total,11,"$31,206 ","1,672"
Ohio,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,23,"$70,805 ","1,673"
Ohio,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,23,"$70,805 ","1,674"
Ohio,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,4,"$3,460 ","1,675"
Ohio,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,4,"$3,460 ","1,676"
Ohio,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"1,677"
Ohio,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"1,678"
Ohio,Total,EQIP IRA,Spring Development (574),2023,6,"$19,565 ","1,679"
Ohio,Total,EQIP IRA,Spring Development (574),Total,6,"$19,565 ","1,680"
Ohio,Total,EQIP IRA,Stream Crossing (578),2023,6,"$25,079 ","1,681"
Ohio,Total,EQIP IRA,Stream Crossing (578),Total,6,"$25,079 ","1,682"
Ohio,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"1,683"
Ohio,Total,EQIP IRA,Structures for Wildlife (649),Total,,,"1,684"
Ohio,Total,EQIP IRA,Subsurface Drain (606),2023,,,"1,685"
Ohio,Total,EQIP IRA,Subsurface Drain (606),Total,,,"1,686"
Ohio,Total,EQIP IRA,Total,2023,"1,158","$3,277,560 ","1,687"
Ohio,Total,EQIP IRA,Total,Total,"1,158","$3,277,560 ","1,688"
Ohio,Total,EQIP IRA,Trails and Walkways (575),2023,,,"1,689"
Ohio,Total,EQIP IRA,Trails and Walkways (575),Total,,,"1,690"
Ohio,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,"1,691"
Ohio,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,"1,692"
Ohio,Total,EQIP IRA,Underground Outlet (620),2023,12,"$4,915 ","1,693"
Ohio,Total,EQIP IRA,Underground Outlet (620),Total,12,"$4,915 ","1,694"
Ohio,Total,EQIP IRA,Water Well (642),2023,4,"$42,409 ","1,695"
Ohio,Total,EQIP IRA,Water Well (642),Total,4,"$42,409 ","1,696"
Ohio,Total,EQIP IRA,Watering Facility (614),2023,122,"$156,487 ","1,697"
Ohio,Total,EQIP IRA,Watering Facility (614),Total,122,"$156,487 ","1,698"
Ohio,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,16,"$8,712 ","1,699"
Ohio,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,16,"$8,712 ","1,700"
Oklahoma,Total,EQIP IRA,Brush Management (314),2023,23,"$336,760 ","1,701"
Oklahoma,Total,EQIP IRA,Brush Management (314),Total,23,"$336,760 ","1,702"
Oklahoma,Total,EQIP IRA,Conservation Cover (327),2023,,,"1,703"
Oklahoma,Total,EQIP IRA,Conservation Cover (327),Total,,,"1,704"
Oklahoma,Total,EQIP IRA,Conservation Crop Rotation (328),2023,108,"$200,599 ","1,705"
Oklahoma,Total,EQIP IRA,Conservation Crop Rotation (328),2023,109,"$200,613 ","1,706"
Oklahoma,Total,EQIP IRA,Conservation Crop Rotation (328),Total,108,"$200,599 ","1,707"
Oklahoma,Total,EQIP IRA,Conservation Crop Rotation (328),Total,109,"$200,613 ","1,708"
Oklahoma,Total,EQIP IRA,Cover Crop (340),2023,141,"$1,231,842 ","1,709"
Oklahoma,Total,EQIP IRA,Cover Crop (340),2023,158,"$1,280,207 ","1,710"
Oklahoma,Total,EQIP IRA,Cover Crop (340),Total,141,"$1,231,842 ","1,711"
Oklahoma,Total,EQIP IRA,Cover Crop (340),Total,158,"$1,280,207 ","1,712"
Oklahoma,Total,EQIP IRA,Deep Tillage (324),2023,,,"1,713"
Oklahoma,Total,EQIP IRA,Deep Tillage (324),Total,,,"1,714"
Oklahoma,Total,EQIP IRA,Fence (382),2023,,,"1,716"
Oklahoma,Total,EQIP IRA,Fence (382),2023,16,"$210,051 ","1,715"
Oklahoma,Total,EQIP IRA,Fence (382),Total,,,"1,718"
Oklahoma,Total,EQIP IRA,Fence (382),Total,16,"$210,051 ","1,717"
Oklahoma,Total,EQIP IRA,Forest Stand Improvement (666),2023,,,"1,720"
Oklahoma,Total,EQIP IRA,Forest Stand Improvement (666),2023,11,"$253,734 ","1,719"
Oklahoma,Total,EQIP IRA,Forest Stand Improvement (666),Total,,,"1,722"
Oklahoma,Total,EQIP IRA,Forest Stand Improvement (666),Total,11,"$253,734 ","1,721"
Oklahoma,Total,EQIP IRA,Grassed Waterway (412),2023,,,"1,723"
Oklahoma,Total,EQIP IRA,Grassed Waterway (412),Total,,,"1,724"
Oklahoma,Total,EQIP IRA,Groundwater Testing (355),2023,5,$373 ,"1,725"
Oklahoma,Total,EQIP IRA,Groundwater Testing (355),Total,5,$373 ,"1,726"
Oklahoma,Total,EQIP IRA,Heavy Use Area Protection (561),2023,4,"$1,660 ","1,727"
Oklahoma,Total,EQIP IRA,Heavy Use Area Protection (561),Total,4,"$1,660 ","1,728"
Oklahoma,Total,EQIP IRA,Irrigation Pipeline (430),2023,,,"1,729"
Oklahoma,Total,EQIP IRA,Irrigation Pipeline (430),Total,,,"1,730"
Oklahoma,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2023,,,"1,731"
Oklahoma,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"1,732"
Oklahoma,Total,EQIP IRA,Irrigation Water Management (449),2023,5,"$3,197 ","1,733"
Oklahoma,Total,EQIP IRA,Irrigation Water Management (449),Total,5,"$3,197 ","1,734"
Oklahoma,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"1,736"
Oklahoma,Total,EQIP IRA,Livestock Pipeline (516),2023,15,"$150,185 ","1,735"
Oklahoma,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"1,738"
