STATE,COUNTY/CD,PROGRAM,PRACTICE NAME,FISCAL YEAR,PRACTICE INSTANCE COUNT,DOLLARS OBLIGATED,INDEX(),State
New Mexico,Total,EQIP IRA,Obstruction Removal (500),Total,7,"$39,604 ","2,109", 
New Mexico,Total,EQIP IRA,Pasture and Hay Planting (512),2023,14,"$380,824 ","2,110", 
New Mexico,Total,EQIP IRA,Pasture and Hay Planting (512),2024,20,"$54,850 ","2,111", 
New Mexico,Total,EQIP IRA,Pasture and Hay Planting (512),Total,34,"$435,674 ","2,112", 
New Mexico,Total,EQIP IRA,Pest Management Conservation System (595),2023,,,"2,113",(supp)
New Mexico,Total,EQIP IRA,Pest Management Conservation System (595),Total,,,"2,114",(supp)
New Mexico,Total,EQIP IRA,Pond (378),2024,,,"2,115",(supp)
New Mexico,Total,EQIP IRA,Pond (378),Total,,,"2,116",(supp)
New Mexico,Total,EQIP IRA,Prescribed Grazing (528),2023,24,"$88,020 ","2,117", 
New Mexico,Total,EQIP IRA,Prescribed Grazing (528),2024,7,"$5,865 ","2,118", 
New Mexico,Total,EQIP IRA,Prescribed Grazing (528),Total,31,"$93,885 ","2,119", 
New Mexico,Total,EQIP IRA,Pumping Plant (533),2023,12,"$97,131 ","2,120", 
New Mexico,Total,EQIP IRA,Pumping Plant (533),2024,16,"$123,877 ","2,121", 
New Mexico,Total,EQIP IRA,Pumping Plant (533),Total,28,"$221,008 ","2,122", 
New Mexico,Total,EQIP IRA,Range Planting (550),2023,13,"$88,862 ","2,123", 
New Mexico,Total,EQIP IRA,Range Planting (550),Total,13,"$88,862 ","2,124", 
New Mexico,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,125",(supp)
New Mexico,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2024,,,"2,126",(supp)
New Mexico,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,12,"$2,189 ","2,127", 
New Mexico,Total,EQIP IRA,Restoration of Rare or Declining Natural Communities (643),2024,,,"2,128",(supp)
New Mexico,Total,EQIP IRA,Restoration of Rare or Declining Natural Communities (643),Total,,,"2,129",(supp)
New Mexico,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"2,130",(supp)
New Mexico,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"2,131",(supp)
New Mexico,Total,EQIP IRA,Silvopasture (381),2023,,,"2,132",(supp)
New Mexico,Total,EQIP IRA,Silvopasture (381),Total,,,"2,133",(supp)
New Mexico,Total,EQIP IRA,Spring Development (574),2024,,,"2,134",(supp)
New Mexico,Total,EQIP IRA,Spring Development (574),Total,,,"2,135",(supp)
New Mexico,Total,EQIP IRA,Sprinkler System (442),2023,11,"$570,285 ","2,136", 
New Mexico,Total,EQIP IRA,Sprinkler System (442),Total,11,"$570,285 ","2,137", 
New Mexico,Total,EQIP IRA,Streambank and Shoreline Protection (580),2024,,,"2,138",(supp)
New Mexico,Total,EQIP IRA,Streambank and Shoreline Protection (580),Total,,,"2,139",(supp)
New Mexico,Total,EQIP IRA,Structure for Water Control (587),2023,20,"$82,118 ","2,140", 
New Mexico,Total,EQIP IRA,Structure for Water Control (587),2024,9,"$40,956 ","2,141", 
New Mexico,Total,EQIP IRA,Structure for Water Control (587),Total,29,"$123,074 ","2,142", 
New Mexico,Total,EQIP IRA,Structures for Wildlife (649),2023,,,"2,143",(supp)
New Mexico,Total,EQIP IRA,Structures for Wildlife (649),2024,,,"2,144",(supp)
New Mexico,Total,EQIP IRA,Structures for Wildlife (649),Total,6,"$1,157 ","2,145", 
New Mexico,Total,EQIP IRA,Total,2023,565,"$4,751,449 ","2,146", 
New Mexico,Total,EQIP IRA,Total,2024,231,"$2,371,415 ","2,147", 
New Mexico,Total,EQIP IRA,Total,Total,796,"$7,122,864 ","2,148", 
New Mexico,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"2,149",(supp)
New Mexico,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"2,150",(supp)
New Mexico,Total,EQIP IRA,Upland Wildlife Habitat Management (645),2023,,,"2,151",(supp)
New Mexico,Total,EQIP IRA,Upland Wildlife Habitat Management (645),Total,,,"2,152",(supp)
New Mexico,Total,EQIP IRA,Water Well (642),2023,,,"2,153",(supp)
New Mexico,Total,EQIP IRA,Water Well (642),2024,,,"2,154",(supp)
New Mexico,Total,EQIP IRA,Water Well (642),Total,10,"$182,938 ","2,155", 
New Mexico,Total,EQIP IRA,Watering Facility (614),2023,26,"$175,032 ","2,156", 
New Mexico,Total,EQIP IRA,Watering Facility (614),2024,25,"$138,330 ","2,157", 
New Mexico,Total,EQIP IRA,Watering Facility (614),Total,51,"$313,362 ","2,158", 
New Mexico,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"2,159",(supp)
New Mexico,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"2,160",(supp)
New Mexico,Total,EQIP IRA,Woody Residue Treatment (384),2023,94,"$99,270 ","2,161", 
New Mexico,Total,EQIP IRA,Woody Residue Treatment (384),2024,17,"$7,907 ","2,162", 
New Mexico,Total,EQIP IRA,Woody Residue Treatment (384),Total,111,"$107,177 ","2,163", 
New York,Total,EQIP IRA,Access Road (560),2023,4,"$59,346 ","2,164", 
New York,Total,EQIP IRA,Access Road (560),Total,4,"$59,346 ","2,165", 
New York,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,166",(supp)
New York,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,167",(supp)
New York,Total,EQIP IRA,Cover Crop (340),2023,11,"$40,903 ","2,168", 
New York,Total,EQIP IRA,Cover Crop (340),Total,11,"$40,903 ","2,169", 
New York,Total,EQIP IRA,Critical Area Planting (342),2023,6,"$1,508 ","2,170", 
New York,Total,EQIP IRA,Critical Area Planting (342),Total,6,"$1,508 ","2,171", 
New York,Total,EQIP IRA,Diversion (362),2023,,,"2,172",(supp)
New York,Total,EQIP IRA,Diversion (362),Total,,,"2,173",(supp)
New York,Total,EQIP IRA,Fence (382),2023,7,"$67,792 ","2,174", 
New York,Total,EQIP IRA,Fence (382),Total,7,"$67,792 ","2,175", 
New York,Total,EQIP IRA,Heavy Use Area Protection (561),2023,6,"$189,777 ","2,176", 
New York,Total,EQIP IRA,Heavy Use Area Protection (561),Total,6,"$189,777 ","2,177", 
New York,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,"2,178",(supp)
New York,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,,,"2,179",(supp)
New York,Total,EQIP IRA,Mulching (484),2023,6,"$1,902 ","2,180", 
New York,Total,EQIP IRA,Mulching (484),Total,6,"$1,902 ","2,181", 
New York,Total,EQIP IRA,Nutrient Management (590),2023,15,"$192,768 ","2,182", 
New York,Total,EQIP IRA,Nutrient Management (590),Total,15,"$192,768 ","2,183", 
New York,Total,EQIP IRA,Obstruction Removal (500),2023,,,"2,184",(supp)
New York,Total,EQIP IRA,Obstruction Removal (500),Total,,,"2,185",(supp)
New York,Total,EQIP IRA,Pond Sealing or Lining - Concrete (522),2023,,,"2,186",(supp)
New York,Total,EQIP IRA,Pond Sealing or Lining - Concrete (522),Total,,,"2,187",(supp)
New York,Total,EQIP IRA,Pumping Plant (533),2023,5,"$84,045 ","2,188", 
New York,Total,EQIP IRA,Pumping Plant (533),Total,5,"$84,045 ","2,189", 
New York,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,190",(supp)
New York,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,,,"2,191",(supp)
New York,Total,EQIP IRA,Riparian Forest Buffer (391),2023,,,"2,192",(supp)
New York,Total,EQIP IRA,Riparian Forest Buffer (391),Total,,,"2,193",(supp)
New York,Total,EQIP IRA,Roof Runoff Structure (558),2023,,,"2,194",(supp)
New York,Total,EQIP IRA,Roof Runoff Structure (558),Total,,,"2,195",(supp)
New York,Total,EQIP IRA,Roofs and Covers (367),2023,,,"2,196",(supp)
New York,Total,EQIP IRA,Roofs and Covers (367),Total,,,"2,197",(supp)
New York,Total,EQIP IRA,Structure for Water Control (587),2023,,,"2,198",(supp)
New York,Total,EQIP IRA,Structure for Water Control (587),Total,,,"2,199",(supp)
New York,Total,EQIP IRA,Subsurface Drain (606),2023,,,"2,200",(supp)
New York,Total,EQIP IRA,Subsurface Drain (606),Total,,,"2,201",(supp)
New York,Total,EQIP IRA,Total,2023,107,"$2,054,193 ","2,202", 
New York,Total,EQIP IRA,Total,Total,107,"$2,054,193 ","2,203", 
New York,Total,EQIP IRA,Trails and Walkways (575),2023,,,"2,204",(supp)
New York,Total,EQIP IRA,Trails and Walkways (575),Total,,,"2,205",(supp)
New York,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,,,"2,206",(supp)
New York,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,,,"2,207",(supp)
New York,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"2,208",(supp)
New York,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"2,209",(supp)
New York,Total,EQIP IRA,Underground Outlet (620),2023,4,"$10,641 ","2,210", 
New York,Total,EQIP IRA,Underground Outlet (620),Total,4,"$10,641 ","2,211", 
New York,Total,EQIP IRA,Waste Facility Closure (360),2023,,,"2,212",(supp)
New York,Total,EQIP IRA,Waste Facility Closure (360),Total,,,"2,213",(supp)
New York,Total,EQIP IRA,Waste Storage Facility (313),2023,5,"$830,027 ","2,214", 
New York,Total,EQIP IRA,Waste Storage Facility (313),Total,5,"$830,027 ","2,215", 
New York,Total,EQIP IRA,Waste Transfer (634),2023,10,"$136,956 ","2,216", 
New York,Total,EQIP IRA,Waste Transfer (634),Total,10,"$136,956 ","2,217", 
New York,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"2,218",(supp)
New York,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,,,"2,219",(supp)
North Carolina,Total,EQIP IRA,Access Control (472),2023,7,$401 ,"2,220", 
North Carolina,Total,EQIP IRA,Access Control (472),Total,7,$401 ,"2,221", 
North Carolina,Total,EQIP IRA,Brush Management (314),2023,15,"$57,546 ","2,222", 
North Carolina,Total,EQIP IRA,Brush Management (314),2024,30,"$206,171 ","2,223", 
North Carolina,Total,EQIP IRA,Brush Management (314),Total,45,"$263,717 ","2,224", 
North Carolina,Total,EQIP IRA,Conservation Crop Rotation (328),2023,18,"$91,980 ","2,225", 
North Carolina,Total,EQIP IRA,Conservation Crop Rotation (328),2024,21,"$81,494 ","2,226", 
North Carolina,Total,EQIP IRA,Conservation Crop Rotation (328),Total,39,"$173,474 ","2,227", 
North Carolina,Total,EQIP IRA,Cover Crop (340),2023,76,"$1,100,237 ","2,228", 
North Carolina,Total,EQIP IRA,Cover Crop (340),2024,152,"$3,871,623 ","2,229", 
North Carolina,Total,EQIP IRA,Cover Crop (340),Total,228,"$4,971,860 ","2,230", 
North Carolina,Total,EQIP IRA,Critical Area Planting (342),2024,,,"2,231",(supp)
North Carolina,Total,EQIP IRA,Critical Area Planting (342),Total,,,"2,232",(supp)
North Carolina,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),2023,4,"$1,339 ","2,233", 
North Carolina,Total,EQIP IRA,Early Successional Habitat Development-Mgt (647),Total,4,"$1,339 ","2,234", 
North Carolina,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),2023,,,"2,235",(supp)
North Carolina,Total,EQIP IRA,Energy Efficient Agricultural Operation (374),Total,,,"2,236",(supp)
North Carolina,Total,EQIP IRA,Energy Efficient Building Envelope (672),2023,,,"2,237",(supp)
North Carolina,Total,EQIP IRA,Energy Efficient Building Envelope (672),Total,,,"2,238",(supp)
North Carolina,Total,EQIP IRA,Fence (382),2023,20,"$67,258 ","2,239", 
North Carolina,Total,EQIP IRA,Fence (382),Total,20,"$67,258 ","2,240", 
North Carolina,Total,EQIP IRA,Field Border (386),2024,,,"2,241",(supp)
North Carolina,Total,EQIP IRA,Field Border (386),Total,,,"2,242",(supp)
North Carolina,Total,EQIP IRA,Firebreak (394),2023,,,"2,243",(supp)
North Carolina,Total,EQIP IRA,Firebreak (394),2024,,,"2,244",(supp)
North Carolina,Total,EQIP IRA,Firebreak (394),Total,38,"$90,293 ","2,245", 
North Carolina,Total,EQIP IRA,Forage Harvest Management (511),2023,,,"2,246",(supp)
North Carolina,Total,EQIP IRA,Forage Harvest Management (511),Total,,,"2,247",(supp)
North Carolina,Total,EQIP IRA,Forest Stand Improvement (666),2023,20,"$250,809 ","2,248", 
North Carolina,Total,EQIP IRA,Forest Stand Improvement (666),2024,32,"$406,298 ","2,249", 
North Carolina,Total,EQIP IRA,Forest Stand Improvement (666),Total,52,"$657,107 ","2,250", 
North Carolina,Total,EQIP IRA,Grassed Waterway (412),2023,,,"2,251",(supp)
North Carolina,Total,EQIP IRA,Grassed Waterway (412),2024,,,"2,252",(supp)
North Carolina,Total,EQIP IRA,Grassed Waterway (412),Total,,,"2,253",(supp)
North Carolina,Total,EQIP IRA,Heavy Use Area Protection (561),2023,22,"$20,570 ","2,254", 
North Carolina,Total,EQIP IRA,Heavy Use Area Protection (561),Total,22,"$20,570 ","2,255", 
North Carolina,Total,EQIP IRA,Herbaceous Weed Treatment (315),2023,,,"2,256",(supp)
North Carolina,Total,EQIP IRA,Herbaceous Weed Treatment (315),2024,,,"2,257",(supp)
North Carolina,Total,EQIP IRA,Herbaceous Weed Treatment (315),Total,18,"$3,993 ","2,258", 
North Carolina,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",2024,,,"2,259",(supp)
North Carolina,Total,EQIP IRA,"Irrigation System, Microirrigation (441)",Total,,,"2,260",(supp)
North Carolina,Total,EQIP IRA,Lined Waterway or Outlet (468),2023,,,"2,261",(supp)
North Carolina,Total,EQIP IRA,Lined Waterway or Outlet (468),Total,,,"2,262",(supp)
North Carolina,Total,EQIP IRA,Livestock Pipeline (516),2023,18,"$55,239 ","2,263", 
North Carolina,Total,EQIP IRA,Livestock Pipeline (516),Total,18,"$55,239 ","2,264", 
North Carolina,Total,EQIP IRA,Mulching (484),2023,,,"2,265",(supp)
North Carolina,Total,EQIP IRA,Mulching (484),2024,,,"2,266",(supp)
North Carolina,Total,EQIP IRA,Mulching (484),Total,5,"$23,404 ","2,267", 
North Carolina,Total,EQIP IRA,Nutrient Management (590),2023,,,"2,268",(supp)
North Carolina,Total,EQIP IRA,Nutrient Management (590),2024,,,"2,269",(supp)
North Carolina,Total,EQIP IRA,Nutrient Management (590),Total,,,"2,270",(supp)
North Carolina,Total,EQIP IRA,Pasture and Hay Planting (512),2023,6,"$14,438 ","2,271", 
North Carolina,Total,EQIP IRA,Pasture and Hay Planting (512),Total,6,"$14,438 ","2,272", 
North Carolina,Total,EQIP IRA,Prescribed Burning (338),2023,6,"$7,864 ","2,273", 
North Carolina,Total,EQIP IRA,Prescribed Burning (338),2024,74,"$214,499 ","2,274", 
North Carolina,Total,EQIP IRA,Prescribed Burning (338),Total,80,"$222,363 ","2,275", 
North Carolina,Total,EQIP IRA,Prescribed Grazing (528),2023,9,"$8,719 ","2,276", 
North Carolina,Total,EQIP IRA,Prescribed Grazing (528),Total,9,"$8,719 ","2,277", 
North Carolina,Total,EQIP IRA,Pumping Plant (533),2023,5,"$15,884 ","2,278", 
North Carolina,Total,EQIP IRA,Pumping Plant (533),Total,5,"$15,884 ","2,279", 
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,18,"$139,761 ","2,280", 
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2024,5,"$8,223 ","2,281", 
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,23,"$147,984 ","2,282", 
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,,,"2,283",(supp)
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2024,,,"2,284",(supp)
North Carolina,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,28,"$136,020 ","2,285", 
North Carolina,Total,EQIP IRA,Riparian Forest Buffer (391),2023,,,"2,286",(supp)
North Carolina,Total,EQIP IRA,Riparian Forest Buffer (391),Total,,,"2,287",(supp)
North Carolina,Total,EQIP IRA,Spring Development (574),2023,,,"2,288",(supp)
North Carolina,Total,EQIP IRA,Spring Development (574),Total,,,"2,289",(supp)
North Carolina,Total,EQIP IRA,Structures for Wildlife (649),2023,4,$442 ,"2,290", 
North Carolina,Total,EQIP IRA,Structures for Wildlife (649),Total,4,$442 ,"2,291", 
North Carolina,Total,EQIP IRA,Terrace (600),2024,,,"2,292",(supp)
North Carolina,Total,EQIP IRA,Terrace (600),Total,,,"2,293",(supp)
North Carolina,Total,EQIP IRA,Total,2023,432,"$2,992,288 ","2,294", 
North Carolina,Total,EQIP IRA,Total,2024,421,"$5,530,078 ","2,295", 
North Carolina,Total,EQIP IRA,Total,Total,853,"$8,522,365 ","2,296", 
North Carolina,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,57,"$477,639 ","2,297", 
North Carolina,Total,EQIP IRA,Tree/Shrub Establishment (612),2024,18,"$185,176 ","2,298", 
North Carolina,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,75,"$662,815 ","2,299", 
North Carolina,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,56,"$361,840 ","2,300", 
North Carolina,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2024,11,"$42,580 ","2,301", 
North Carolina,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,67,"$404,420 ","2,302", 
North Carolina,Total,EQIP IRA,Water Well (642),2023,5,"$111,216 ","2,303", 
North Carolina,Total,EQIP IRA,Water Well (642),Total,5,"$111,216 ","2,304", 
North Carolina,Total,EQIP IRA,Watering Facility (614),2023,26,"$59,207 ","2,305", 
North Carolina,Total,EQIP IRA,Watering Facility (614),Total,26,"$59,207 ","2,306", 
North Carolina,Total,EQIP IRA,Wildlife Habitat Planting (420),2023,,,"2,307",(supp)
North Carolina,Total,EQIP IRA,Wildlife Habitat Planting (420),2024,,,"2,308",(supp)
North Carolina,Total,EQIP IRA,Wildlife Habitat Planting (420),Total,12,"$42,378 ","2,309", 
North Dakota,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,310",(supp)
North Dakota,Total,EQIP IRA,Conservation Cover (327),2024,,,"2,311",(supp)
North Dakota,Total,EQIP IRA,Conservation Cover (327),Total,4,"$4,306 ","2,312", 
North Dakota,Total,EQIP IRA,Conservation Crop Rotation (328),2023,5,"$58,500 ","2,313", 
North Dakota,Total,EQIP IRA,Conservation Crop Rotation (328),Total,5,"$58,500 ","2,314", 
North Dakota,Total,EQIP IRA,Cover Crop (340),2023,45,"$391,433 ","2,315", 
North Dakota,Total,EQIP IRA,Cover Crop (340),2024,8,"$31,585 ","2,316", 
North Dakota,Total,EQIP IRA,Cover Crop (340),Total,53,"$423,018 ","2,317", 
North Dakota,Total,EQIP IRA,Fence (382),2023,4,"$23,042 ","2,318", 
North Dakota,Total,EQIP IRA,Fence (382),Total,4,"$23,042 ","2,319", 
North Dakota,Total,EQIP IRA,Forage Harvest Management (511),2023,11,"$1,336 ","2,320", 
North Dakota,Total,EQIP IRA,Forage Harvest Management (511),Total,11,"$1,336 ","2,321", 
North Dakota,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"2,322",(supp)
North Dakota,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"2,323",(supp)
North Dakota,Total,EQIP IRA,Mulching (484),2023,,,"2,324",(supp)
North Dakota,Total,EQIP IRA,Mulching (484),2024,,,"2,325",(supp)
North Dakota,Total,EQIP IRA,Mulching (484),Total,4,"$19,535 ","2,326", 
North Dakota,Total,EQIP IRA,Nutrient Management (590),2023,48,"$1,195,285 ","2,327", 
North Dakota,Total,EQIP IRA,Nutrient Management (590),Total,48,"$1,195,285 ","2,328", 
North Dakota,Total,EQIP IRA,Pasture and Hay Planting (512),2023,45,"$190,008 ","2,329", 
North Dakota,Total,EQIP IRA,Pasture and Hay Planting (512),2024,11,"$44,716 ","2,330", 
North Dakota,Total,EQIP IRA,Pasture and Hay Planting (512),Total,56,"$234,724 ","2,331", 
North Dakota,Total,EQIP IRA,Prescribed Grazing (528),2023,12,"$21,104 ","2,332", 
North Dakota,Total,EQIP IRA,Prescribed Grazing (528),2024,5,"$20,995 ","2,333", 
North Dakota,Total,EQIP IRA,Prescribed Grazing (528),Total,17,"$42,099 ","2,334", 
North Dakota,Total,EQIP IRA,Pumping Plant (533),2023,,,"2,335",(supp)
North Dakota,Total,EQIP IRA,Pumping Plant (533),2024,,,"2,336",(supp)
North Dakota,Total,EQIP IRA,Pumping Plant (533),Total,6,"$34,045 ","2,337", 
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2023,42,"$837,189 ","2,338", 
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",2024,5,"$142,660 ","2,339", 
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, No Till (329)",Total,47,"$979,849 ","2,340", 
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",2023,15,"$184,225 ","2,341", 
North Dakota,Total,EQIP IRA,"Residue and Tillage Management, Reduced Till (345)",Total,15,"$184,225 ","2,342", 
North Dakota,Total,EQIP IRA,Salinity and Sodic Soil Management (610),2023,6,"$3,412 ","2,343", 
North Dakota,Total,EQIP IRA,Salinity and Sodic Soil Management (610),2024,,,"2,344",(supp)
North Dakota,Total,EQIP IRA,Salinity and Sodic Soil Management (610),Total,,,"2,345",(supp)
North Dakota,Total,EQIP IRA,Spring Development (574),2023,,,"2,346",(supp)
North Dakota,Total,EQIP IRA,Spring Development (574),Total,,,"2,347",(supp)
North Dakota,Total,EQIP IRA,Total,2023,262,"$3,031,418 ","2,348", 
North Dakota,Total,EQIP IRA,Total,2024,39,"$269,420 ","2,349", 
North Dakota,Total,EQIP IRA,Total,Total,301,"$3,300,838 ","2,350", 
North Dakota,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,,,"2,351",(supp)
North Dakota,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,,,"2,352",(supp)
North Dakota,Total,EQIP IRA,Water Well (642),2023,,,"2,353",(supp)
North Dakota,Total,EQIP IRA,Water Well (642),2024,,,"2,354",(supp)
North Dakota,Total,EQIP IRA,Water Well (642),Total,,,"2,355",(supp)
North Dakota,Total,EQIP IRA,Watering Facility (614),2023,,,"2,356",(supp)
North Dakota,Total,EQIP IRA,Watering Facility (614),2024,,,"2,357",(supp)
North Dakota,Total,EQIP IRA,Watering Facility (614),Total,8,"$35,952 ","2,358", 
North Dakota,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"2,359",(supp)
North Dakota,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2024,,,"2,360",(supp)
North Dakota,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,4,"$22,611 ","2,361", 
Northern Mariana Islands,Total,EQIP IRA,Alley Cropping (311),2023,,,"2,362",(supp)
Northern Mariana Islands,Total,EQIP IRA,Alley Cropping (311),Total,,,"2,363",(supp)
Northern Mariana Islands,Total,EQIP IRA,Brush Management (314),2023,13,"$79,799 ","2,364", 
Northern Mariana Islands,Total,EQIP IRA,Brush Management (314),Total,13,"$79,799 ","2,365", 
Northern Mariana Islands,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,366",(supp)
Northern Mariana Islands,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,367",(supp)
Northern Mariana Islands,Total,EQIP IRA,Fence (382),2023,,,"2,368",(supp)
Northern Mariana Islands,Total,EQIP IRA,Fence (382),Total,,,"2,369",(supp)
Northern Mariana Islands,Total,EQIP IRA,Heavy Use Area Protection (561),2023,,,"2,370",(supp)
Northern Mariana Islands,Total,EQIP IRA,Heavy Use Area Protection (561),Total,,,"2,371",(supp)
Northern Mariana Islands,Total,EQIP IRA,Livestock Pipeline (516),2023,,,"2,372",(supp)
Northern Mariana Islands,Total,EQIP IRA,Livestock Pipeline (516),Total,,,"2,373",(supp)
Northern Mariana Islands,Total,EQIP IRA,Mulching (484),2023,24,"$130,095 ","2,374", 
Northern Mariana Islands,Total,EQIP IRA,Mulching (484),Total,24,"$130,095 ","2,375", 
Northern Mariana Islands,Total,EQIP IRA,Pasture and Hay Planting (512),2023,12,"$56,826 ","2,376", 
Northern Mariana Islands,Total,EQIP IRA,Pasture and Hay Planting (512),Total,12,"$56,826 ","2,377", 
Northern Mariana Islands,Total,EQIP IRA,Prescribed Grazing (528),2023,12,"$31,137 ","2,378", 
Northern Mariana Islands,Total,EQIP IRA,Prescribed Grazing (528),Total,12,"$31,137 ","2,379", 
Northern Mariana Islands,Total,EQIP IRA,Total,2023,86,"$337,205 ","2,380", 
Northern Mariana Islands,Total,EQIP IRA,Total,Total,86,"$337,205 ","2,381", 
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Establishment (612),2023,6,"$6,823 ","2,382", 
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Establishment (612),Total,6,"$6,823 ","2,383", 
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Site Preparation (490),2023,6,"$2,496 ","2,384", 
Northern Mariana Islands,Total,EQIP IRA,Tree/Shrub Site Preparation (490),Total,6,"$2,496 ","2,385", 
Northern Mariana Islands,Total,EQIP IRA,Vegetative Barrier (601),2023,,,"2,386",(supp)
Northern Mariana Islands,Total,EQIP IRA,Vegetative Barrier (601),Total,,,"2,387",(supp)
Northern Mariana Islands,Total,EQIP IRA,Watering Facility (614),2023,,,"2,388",(supp)
Northern Mariana Islands,Total,EQIP IRA,Watering Facility (614),Total,,,"2,389",(supp)
Northern Mariana Islands,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),2023,,,"2,390",(supp)
Northern Mariana Islands,Total,EQIP IRA,Windbreak/Shelterbelt Establishment and Renovation (380),Total,,,"2,391",(supp)
Ohio,Total,EQIP IRA,Access Road (560),2023,32,"$158,938 ","2,392", 
Ohio,Total,EQIP IRA,Access Road (560),Total,32,"$158,938 ","2,393", 
Ohio,Total,EQIP IRA,Brush Management (314),2023,4,$968 ,"2,394", 
Ohio,Total,EQIP IRA,Brush Management (314),2024,25,"$35,792 ","2,395", 
Ohio,Total,EQIP IRA,Brush Management (314),Total,29,"$36,760 ","2,396", 
Ohio,Total,EQIP IRA,Conservation Cover (327),2023,,,"2,397",(supp)
Ohio,Total,EQIP IRA,Conservation Cover (327),Total,,,"2,398",(supp)
Ohio,Total,EQIP IRA,Conservation Crop Rotation (328),2023,6,"$1,418 ","2,399", 
Ohio,Total,EQIP IRA,Conservation Crop Rotation (328),Total,6,"$1,418 ","2,400", 
Ohio,Total,EQIP IRA,Cover Crop (340),2023,195,"$902,517 ","2,401", 
Ohio,Total,EQIP IRA,Cover Crop (340),2024,49,"$363,068 ","2,402", 
Ohio,Total,EQIP IRA,Cover Crop (340),Total,244,"$1,265,585 ","2,403", 
Ohio,Total,EQIP IRA,Critical Area Planting (342),2023,6,"$3,467 ","2,404", 
Ohio,Total,EQIP IRA,Critical Area Planting (342),Total,6,"$3,467 ","2,405", 
Ohio,Total,EQIP IRA,Fence (382),2023,177,"$517,375 ","2,406", 
Ohio,Total,EQIP IRA,Fence (382),2024,5,"$5,938 ","2,407", 
Ohio,Total,EQIP IRA,Fence (382),Total,182,"$523,313 ","2,408", 
Ohio,Total,EQIP IRA,Filter Strip (393),2023,,,"2,409",(supp)
Ohio,Total,EQIP IRA,Filter Strip (393),Total,,,"2,410",(supp)
