Pay_year,state_code,State,category_code,category_code_num,category_name,payments
2020,2,Alaska,12 Soil remediation,12,Soil remediation,8472.98
2020,2,Alaska,13 Other 2 - improvement,13,Other 2 - improvement,1534.58
2020,4,Arizona,7 Structural,7,Structural,5544595.14
2020,4,Arizona,8 Land management,8,Land management,4471817.34
2020,4,Arizona,9 Vegetative,9,Vegetative,15846.8
2020,4,Arizona,10 Forest management,10,Forest management,2002363.35
2020,4,Arizona,12 Soil remediation,12,Soil remediation,4413.53
2020,4,Arizona,13 Other 2 - improvement,13,Other 2 - improvement,214570.14
2020,5,Arkansas,6 Other 1 - planning,6,Other 1 - planning,184584.76
2020,5,Arkansas,7 Structural,7,Structural,15207873.43
2020,5,Arkansas,8 Land management,8,Land management,7919833.38
2020,5,Arkansas,9 Vegetative,9,Vegetative,2928345.35
2020,5,Arkansas,10 Forest management,10,Forest management,1553293.19
2020,5,Arkansas,12 Soil remediation,12,Soil remediation,700275.41
2020,5,Arkansas,13 Other 2 - improvement,13,Other 2 - improvement,2169510.64
2020,6,California,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2119.53
2020,6,California,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,535.77
2020,6,California,4 Conservation planning assessment,4,Conservation planning assessment,147817.29
2020,6,California,6 Other 1 - planning,6,Other 1 - planning,12267.73
2020,6,California,7 Structural,7,Structural,54028376.91
2020,6,California,8 Land management,8,Land management,8137331.9
2020,6,California,9 Vegetative,9,Vegetative,573198.74
2020,6,California,10 Forest management,10,Forest management,9971277.16
2020,6,California,12 Soil remediation,12,Soil remediation,33844.79
2020,6,California,13 Other 2 - improvement,13,Other 2 - improvement,1563416.98
2020,8,Colorado,4 Conservation planning assessment,4,Conservation planning assessment,7127.8
2020,8,Colorado,6 Other 1 - planning,6,Other 1 - planning,59823.49
2020,8,Colorado,7 Structural,7,Structural,21464186.55
2020,8,Colorado,8 Land management,8,Land management,2617944.92
2020,8,Colorado,9 Vegetative,9,Vegetative,2324145.71
2020,8,Colorado,10 Forest management,10,Forest management,5535050.87
2020,8,Colorado,12 Soil remediation,12,Soil remediation,221144.42
2020,8,Colorado,13 Other 2 - improvement,13,Other 2 - improvement,555794.32
2020,9,Connecticut,4 Conservation planning assessment,4,Conservation planning assessment,15641.38
2020,9,Connecticut,6 Other 1 - planning,6,Other 1 - planning,38592.7
2020,9,Connecticut,7 Structural,7,Structural,1275349.03
2020,9,Connecticut,8 Land management,8,Land management,597633.39
2020,9,Connecticut,9 Vegetative,9,Vegetative,191442.35
2020,9,Connecticut,10 Forest management,10,Forest management,443777.51
2020,9,Connecticut,13 Other 2 - improvement,13,Other 2 - improvement,309775.59
2020,10,Delaware,6 Other 1 - planning,6,Other 1 - planning,159950.46
2020,10,Delaware,7 Structural,7,Structural,2523852.32
2020,10,Delaware,8 Land management,8,Land management,807004.93
2020,10,Delaware,9 Vegetative,9,Vegetative,1253586.59
2020,10,Delaware,10 Forest management,10,Forest management,13261.66
2020,10,Delaware,12 Soil remediation,12,Soil remediation,168127.72
2020,10,Delaware,13 Other 2 - improvement,13,Other 2 - improvement,232990.19
2020,12,Florida,4 Conservation planning assessment,4,Conservation planning assessment,18651.46
2020,12,Florida,6 Other 1 - planning,6,Other 1 - planning,63330.2
2020,12,Florida,7 Structural,7,Structural,6148813.31
2020,12,Florida,8 Land management,8,Land management,4909658.39
2020,12,Florida,9 Vegetative,9,Vegetative,1664485.82
2020,12,Florida,10 Forest management,10,Forest management,2222724.7
2020,12,Florida,12 Soil remediation,12,Soil remediation,238395.54
2020,12,Florida,13 Other 2 - improvement,13,Other 2 - improvement,305130.8
2020,13,Georgia,6 Other 1 - planning,6,Other 1 - planning,218480.78
2020,13,Georgia,7 Structural,7,Structural,15263298.26
2020,13,Georgia,8 Land management,8,Land management,5045435.25
2020,13,Georgia,9 Vegetative,9,Vegetative,2579098.47
2020,13,Georgia,10 Forest management,10,Forest management,12255448.6
2020,13,Georgia,12 Soil remediation,12,Soil remediation,189495.49
2020,13,Georgia,13 Other 2 - improvement,13,Other 2 - improvement,1085615.53
2020,15,Hawaii,6 Other 1 - planning,6,Other 1 - planning,19432.85
2020,15,Hawaii,7 Structural,7,Structural,1708413.13
2020,15,Hawaii,8 Land management,8,Land management,2604509.82
2020,15,Hawaii,9 Vegetative,9,Vegetative,354545.75
2020,15,Hawaii,10 Forest management,10,Forest management,754163.74
2020,15,Hawaii,12 Soil remediation,12,Soil remediation,798.01
2020,16,Idaho,6 Other 1 - planning,6,Other 1 - planning,36965.85
2020,16,Idaho,7 Structural,7,Structural,8689891.9
2020,16,Idaho,8 Land management,8,Land management,3392716.63
2020,16,Idaho,9 Vegetative,9,Vegetative,1004340.16
2020,16,Idaho,10 Forest management,10,Forest management,803245.44
2020,16,Idaho,12 Soil remediation,12,Soil remediation,464214.35
2020,16,Idaho,13 Other 2 - improvement,13,Other 2 - improvement,204453.11
2020,17,Illinois,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,31922.8
2020,17,Illinois,4 Conservation planning assessment,4,Conservation planning assessment,128734.61
2020,17,Illinois,6 Other 1 - planning,6,Other 1 - planning,133499.17
2020,17,Illinois,7 Structural,7,Structural,6300356.14
2020,17,Illinois,8 Land management,8,Land management,1833537.07
2020,17,Illinois,9 Vegetative,9,Vegetative,1428591.06
2020,17,Illinois,10 Forest management,10,Forest management,119911.59
2020,17,Illinois,12 Soil remediation,12,Soil remediation,81704.89
2020,17,Illinois,13 Other 2 - improvement,13,Other 2 - improvement,235082.36
2020,18,Indiana,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,139188.27
2020,18,Indiana,4 Conservation planning assessment,4,Conservation planning assessment,140197.66
2020,18,Indiana,6 Other 1 - planning,6,Other 1 - planning,319964.08
2020,18,Indiana,7 Structural,7,Structural,7388818.69
2020,18,Indiana,8 Land management,8,Land management,3619523.19
2020,18,Indiana,9 Vegetative,9,Vegetative,9335453.04
2020,18,Indiana,10 Forest management,10,Forest management,626012.96
2020,18,Indiana,12 Soil remediation,12,Soil remediation,600730.25
2020,18,Indiana,13 Other 2 - improvement,13,Other 2 - improvement,238280.07
2020,19,Iowa,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,57358.99
2020,19,Iowa,4 Conservation planning assessment,4,Conservation planning assessment,149219.17
2020,19,Iowa,6 Other 1 - planning,6,Other 1 - planning,121100.95
2020,19,Iowa,7 Structural,7,Structural,11045878.79
2020,19,Iowa,8 Land management,8,Land management,3445725.71
2020,19,Iowa,9 Vegetative,9,Vegetative,7969076.46
2020,19,Iowa,10 Forest management,10,Forest management,197626.19
2020,19,Iowa,12 Soil remediation,12,Soil remediation,453382.08
2020,19,Iowa,13 Other 2 - improvement,13,Other 2 - improvement,1183844.96
2020,20,Kansas,6 Other 1 - planning,6,Other 1 - planning,9444.68
2020,20,Kansas,7 Structural,7,Structural,14697877.15
2020,20,Kansas,8 Land management,8,Land management,4490944.42
2020,20,Kansas,9 Vegetative,9,Vegetative,6720314.98
2020,20,Kansas,10 Forest management,10,Forest management,705506.2
2020,20,Kansas,12 Soil remediation,12,Soil remediation,364607.35
2020,20,Kansas,13 Other 2 - improvement,13,Other 2 - improvement,16289.83
2020,21,Kentucky,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2394.95
2020,21,Kentucky,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,2347.26
2020,21,Kentucky,4 Conservation planning assessment,4,Conservation planning assessment,104194.57
2020,21,Kentucky,6 Other 1 - planning,6,Other 1 - planning,127467.06
2020,21,Kentucky,7 Structural,7,Structural,4057294.69
2020,21,Kentucky,8 Land management,8,Land management,3357137.6
2020,21,Kentucky,9 Vegetative,9,Vegetative,2617239.96
2020,21,Kentucky,10 Forest management,10,Forest management,898885.1
2020,21,Kentucky,12 Soil remediation,12,Soil remediation,45244.68
2020,21,Kentucky,13 Other 2 - improvement,13,Other 2 - improvement,486505.64
2020,22,Louisiana,6 Other 1 - planning,6,Other 1 - planning,11736.71
2020,22,Louisiana,7 Structural,7,Structural,6056866.5
2020,22,Louisiana,8 Land management,8,Land management,6597762.01
2020,22,Louisiana,9 Vegetative,9,Vegetative,4928011.08
2020,22,Louisiana,10 Forest management,10,Forest management,1017902.4
2020,22,Louisiana,12 Soil remediation,12,Soil remediation,160700.9
2020,22,Louisiana,13 Other 2 - improvement,13,Other 2 - improvement,99508.23
2020,23,Maine,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,5348.71
2020,23,Maine,4 Conservation planning assessment,4,Conservation planning assessment,148998.26
2020,23,Maine,6 Other 1 - planning,6,Other 1 - planning,266886.92
2020,23,Maine,7 Structural,7,Structural,6052294.55
2020,23,Maine,8 Land management,8,Land management,2230711.52
2020,23,Maine,9 Vegetative,9,Vegetative,627997.89
2020,23,Maine,10 Forest management,10,Forest management,845720.94
2020,23,Maine,12 Soil remediation,12,Soil remediation,41905.69
2020,23,Maine,13 Other 2 - improvement,13,Other 2 - improvement,125007.76
2020,24,Maryland,4 Conservation planning assessment,4,Conservation planning assessment,17195.7
2020,24,Maryland,6 Other 1 - planning,6,Other 1 - planning,60799.8
2020,24,Maryland,7 Structural,7,Structural,4236770.12
2020,24,Maryland,8 Land management,8,Land management,3722177.75
2020,24,Maryland,9 Vegetative,9,Vegetative,419403.79
2020,24,Maryland,10 Forest management,10,Forest management,105590.37
2020,24,Maryland,12 Soil remediation,12,Soil remediation,183258.67
2020,24,Maryland,13 Other 2 - improvement,13,Other 2 - improvement,1439248.28
2020,25,Massachusetts,4 Conservation planning assessment,4,Conservation planning assessment,68904.45
2020,25,Massachusetts,6 Other 1 - planning,6,Other 1 - planning,25014.83
2020,25,Massachusetts,7 Structural,7,Structural,993894.62
2020,25,Massachusetts,8 Land management,8,Land management,639123.84
2020,25,Massachusetts,9 Vegetative,9,Vegetative,339495.23
2020,25,Massachusetts,10 Forest management,10,Forest management,90150.32
2020,25,Massachusetts,12 Soil remediation,12,Soil remediation,102240.8
2020,25,Massachusetts,13 Other 2 - improvement,13,Other 2 - improvement,228875.72
2020,26,Michigan,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,16165.88
2020,26,Michigan,4 Conservation planning assessment,4,Conservation planning assessment,139894.24
2020,26,Michigan,6 Other 1 - planning,6,Other 1 - planning,458931.68
2020,26,Michigan,7 Structural,7,Structural,7010176.51
2020,26,Michigan,8 Land management,8,Land management,1753761.17
2020,26,Michigan,9 Vegetative,9,Vegetative,9082881.63
2020,26,Michigan,10 Forest management,10,Forest management,659858.65
2020,26,Michigan,12 Soil remediation,12,Soil remediation,195600.55
2020,26,Michigan,13 Other 2 - improvement,13,Other 2 - improvement,467340.15
2020,27,Minnesota,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,42485.38
2020,27,Minnesota,4 Conservation planning assessment,4,Conservation planning assessment,285710.43
2020,27,Minnesota,6 Other 1 - planning,6,Other 1 - planning,163383.67
2020,27,Minnesota,7 Structural,7,Structural,8551647.64
2020,27,Minnesota,8 Land management,8,Land management,2859006.97
2020,27,Minnesota,9 Vegetative,9,Vegetative,7339582.22
2020,27,Minnesota,10 Forest management,10,Forest management,576361.42
2020,27,Minnesota,12 Soil remediation,12,Soil remediation,422398.77
2020,27,Minnesota,13 Other 2 - improvement,13,Other 2 - improvement,370672.65
2020,28,Mississippi,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,151552.23
2020,28,Mississippi,4 Conservation planning assessment,4,Conservation planning assessment,12160.1
2020,28,Mississippi,6 Other 1 - planning,6,Other 1 - planning,235402.39
2020,28,Mississippi,7 Structural,7,Structural,16055224.7
2020,28,Mississippi,8 Land management,8,Land management,12772330.74
2020,28,Mississippi,9 Vegetative,9,Vegetative,3090076.3
2020,28,Mississippi,10 Forest management,10,Forest management,2964590.13
2020,28,Mississippi,12 Soil remediation,12,Soil remediation,62327.12
2020,28,Mississippi,13 Other 2 - improvement,13,Other 2 - improvement,1643132.35
2020,29,Missouri,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,4981.49
2020,29,Missouri,4 Conservation planning assessment,4,Conservation planning assessment,170172.43
2020,29,Missouri,6 Other 1 - planning,6,Other 1 - planning,107239.55
2020,29,Missouri,7 Structural,7,Structural,11618668.17
2020,29,Missouri,8 Land management,8,Land management,4613157.99
2020,29,Missouri,9 Vegetative,9,Vegetative,9793370.6
2020,29,Missouri,10 Forest management,10,Forest management,517961.85
2020,29,Missouri,12 Soil remediation,12,Soil remediation,32245
2020,29,Missouri,13 Other 2 - improvement,13,Other 2 - improvement,1371179.32
2020,30,Montana,6 Other 1 - planning,6,Other 1 - planning,7835.3
2020,30,Montana,7 Structural,7,Structural,9905711.56
2020,30,Montana,8 Land management,8,Land management,4035734.17
2020,30,Montana,9 Vegetative,9,Vegetative,2010737.09
2020,30,Montana,10 Forest management,10,Forest management,2124838.17
2020,30,Montana,12 Soil remediation,12,Soil remediation,141291.15
2020,30,Montana,13 Other 2 - improvement,13,Other 2 - improvement,134659.99
2020,31,Nebraska,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,4191.16
2020,31,Nebraska,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,3390.18
2020,31,Nebraska,4 Conservation planning assessment,4,Conservation planning assessment,252668.03
2020,31,Nebraska,6 Other 1 - planning,6,Other 1 - planning,19834.35
2020,31,Nebraska,7 Structural,7,Structural,11451587.95
2020,31,Nebraska,8 Land management,8,Land management,3770400.67
2020,31,Nebraska,9 Vegetative,9,Vegetative,6473829.67
2020,31,Nebraska,10 Forest management,10,Forest management,470361.46
2020,31,Nebraska,12 Soil remediation,12,Soil remediation,110380.66
2020,31,Nebraska,13 Other 2 - improvement,13,Other 2 - improvement,321233.49
2020,32,Nevada,7 Structural,7,Structural,3963082.66
2020,32,Nevada,8 Land management,8,Land management,695212.82
2020,32,Nevada,9 Vegetative,9,Vegetative,7848.08
2020,32,Nevada,10 Forest management,10,Forest management,138967.58
2020,33,New Hampshire,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,4239.06
2020,33,New Hampshire,4 Conservation planning assessment,4,Conservation planning assessment,40296.96
2020,33,New Hampshire,6 Other 1 - planning,6,Other 1 - planning,145537.66
2020,33,New Hampshire,7 Structural,7,Structural,942562.3
2020,33,New Hampshire,8 Land management,8,Land management,1534308.21
2020,33,New Hampshire,9 Vegetative,9,Vegetative,532816.33
2020,33,New Hampshire,10 Forest management,10,Forest management,394091.52
2020,33,New Hampshire,12 Soil remediation,12,Soil remediation,24754.5
2020,33,New Hampshire,13 Other 2 - improvement,13,Other 2 - improvement,5313.88
2020,34,New Jersey,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,3592.42
2020,34,New Jersey,4 Conservation planning assessment,4,Conservation planning assessment,28541.49
2020,34,New Jersey,6 Other 1 - planning,6,Other 1 - planning,82704.92
2020,34,New Jersey,7 Structural,7,Structural,1679751.15
2020,34,New Jersey,8 Land management,8,Land management,733510.75
2020,34,New Jersey,9 Vegetative,9,Vegetative,1016563.64
2020,34,New Jersey,10 Forest management,10,Forest management,195881.77
2020,34,New Jersey,12 Soil remediation,12,Soil remediation,70349.32
2020,34,New Jersey,13 Other 2 - improvement,13,Other 2 - improvement,37373.27
2020,35,New Mexico,4 Conservation planning assessment,4,Conservation planning assessment,7643.8
2020,35,New Mexico,7 Structural,7,Structural,9751447.61
2020,35,New Mexico,8 Land management,8,Land management,3603140.7
2020,35,New Mexico,9 Vegetative,9,Vegetative,1681062.35
2020,35,New Mexico,10 Forest management,10,Forest management,2213668.77
2020,35,New Mexico,12 Soil remediation,12,Soil remediation,10642.28
2020,35,New Mexico,13 Other 2 - improvement,13,Other 2 - improvement,61604.62
2020,36,New York,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,12118.43
2020,36,New York,4 Conservation planning assessment,4,Conservation planning assessment,82204.26
2020,36,New York,6 Other 1 - planning,6,Other 1 - planning,76768.33
2020,36,New York,7 Structural,7,Structural,7532033.09
2020,36,New York,8 Land management,8,Land management,2782266.22
2020,36,New York,9 Vegetative,9,Vegetative,253484.75
2020,36,New York,10 Forest management,10,Forest management,464013.98
2020,36,New York,12 Soil remediation,12,Soil remediation,38136.6
2020,36,New York,13 Other 2 - improvement,13,Other 2 - improvement,356857.98
2020,37,North Carolina,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,4154.66
2020,37,North Carolina,4 Conservation planning assessment,4,Conservation planning assessment,24256.15
2020,37,North Carolina,6 Other 1 - planning,6,Other 1 - planning,134275.37
2020,37,North Carolina,7 Structural,7,Structural,11238911.18
2020,37,North Carolina,8 Land management,8,Land management,1701924.87
2020,37,North Carolina,9 Vegetative,9,Vegetative,1651776.86
2020,37,North Carolina,10 Forest management,10,Forest management,1291929.04
2020,37,North Carolina,12 Soil remediation,12,Soil remediation,90163.33
2020,37,North Carolina,13 Other 2 - improvement,13,Other 2 - improvement,497588.01
2020,38,North Dakota,4 Conservation planning assessment,4,Conservation planning assessment,8204.73
2020,38,North Dakota,6 Other 1 - planning,6,Other 1 - planning,5493.87
2020,38,North Dakota,7 Structural,7,Structural,6318150.28
2020,38,North Dakota,8 Land management,8,Land management,2595817.51
2020,38,North Dakota,9 Vegetative,9,Vegetative,2685483.42
2020,38,North Dakota,10 Forest management,10,Forest management,90766.47
2020,38,North Dakota,12 Soil remediation,12,Soil remediation,1226281.48
2020,38,North Dakota,13 Other 2 - improvement,13,Other 2 - improvement,48549.39
2020,39,Ohio,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,221015.81
2020,39,Ohio,4 Conservation planning assessment,4,Conservation planning assessment,32039.42
2020,39,Ohio,6 Other 1 - planning,6,Other 1 - planning,173732.44
2020,39,Ohio,7 Structural,7,Structural,9698184.37
2020,39,Ohio,8 Land management,8,Land management,3332233.9
2020,39,Ohio,9 Vegetative,9,Vegetative,8954677.86
2020,39,Ohio,10 Forest management,10,Forest management,342291.43
2020,39,Ohio,12 Soil remediation,12,Soil remediation,217763.93
2020,39,Ohio,13 Other 2 - improvement,13,Other 2 - improvement,146607.62
2020,40,Oklahoma,6 Other 1 - planning,6,Other 1 - planning,2583.52
2020,40,Oklahoma,7 Structural,7,Structural,3499975.32
2020,40,Oklahoma,8 Land management,8,Land management,4379888.58
2020,40,Oklahoma,9 Vegetative,9,Vegetative,7152018.02
2020,40,Oklahoma,10 Forest management,10,Forest management,2035565.77
2020,40,Oklahoma,12 Soil remediation,12,Soil remediation,129033.55
2020,40,Oklahoma,13 Other 2 - improvement,13,Other 2 - improvement,907822.46
2020,41,Oregon,4 Conservation planning assessment,4,Conservation planning assessment,36470.92
2020,41,Oregon,6 Other 1 - planning,6,Other 1 - planning,53582.83
2020,41,Oregon,7 Structural,7,Structural,5803950.92
2020,41,Oregon,8 Land management,8,Land management,5166830.26
2020,41,Oregon,9 Vegetative,9,Vegetative,189747.7
2020,41,Oregon,10 Forest management,10,Forest management,9145553.16
2020,41,Oregon,12 Soil remediation,12,Soil remediation,22653.87
2020,41,Oregon,13 Other 2 - improvement,13,Other 2 - improvement,118642.11
2020,42,Pennsylvania,4 Conservation planning assessment,4,Conservation planning assessment,101859.23
2020,42,Pennsylvania,6 Other 1 - planning,6,Other 1 - planning,70095.86
2020,42,Pennsylvania,7 Structural,7,Structural,11338433.88
2020,42,Pennsylvania,8 Land management,8,Land management,5411741.34
2020,42,Pennsylvania,9 Vegetative,9,Vegetative,1799388.99
2020,42,Pennsylvania,10 Forest management,10,Forest management,830725.92
2020,42,Pennsylvania,12 Soil remediation,12,Soil remediation,57510.88
2020,42,Pennsylvania,13 Other 2 - improvement,13,Other 2 - improvement,182991.77
2020,44,Rhode Island,4 Conservation planning assessment,4,Conservation planning assessment,57786.6
2020,44,Rhode Island,6 Other 1 - planning,6,Other 1 - planning,30799.44
2020,44,Rhode Island,7 Structural,7,Structural,639679.58
2020,44,Rhode Island,8 Land management,8,Land management,918149.69
2020,44,Rhode Island,9 Vegetative,9,Vegetative,44742.25
2020,44,Rhode Island,10 Forest management,10,Forest management,289467.23
2020,44,Rhode Island,13 Other 2 - improvement,13,Other 2 - improvement,15630
2020,45,South Carolina,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,4191.16
2020,45,South Carolina,4 Conservation planning assessment,4,Conservation planning assessment,171822.25
2020,45,South Carolina,6 Other 1 - planning,6,Other 1 - planning,153539.88
2020,45,South Carolina,7 Structural,7,Structural,5840343.03
2020,45,South Carolina,8 Land management,8,Land management,3682765.1
2020,45,South Carolina,9 Vegetative,9,Vegetative,2663335.05
2020,45,South Carolina,10 Forest management,10,Forest management,4094293.52
2020,45,South Carolina,12 Soil remediation,12,Soil remediation,157388.75
2020,45,South Carolina,13 Other 2 - improvement,13,Other 2 - improvement,2716387.86
2020,46,South Dakota,7 Structural,7,Structural,5246030.89
2020,46,South Dakota,8 Land management,8,Land management,2872890.89
2020,46,South Dakota,9 Vegetative,9,Vegetative,3217927.92
2020,46,South Dakota,10 Forest management,10,Forest management,257183.57
2020,46,South Dakota,12 Soil remediation,12,Soil remediation,192157.84
2020,46,South Dakota,13 Other 2 - improvement,13,Other 2 - improvement,340252.41
2020,47,Tennessee,4 Conservation planning assessment,4,Conservation planning assessment,91334.09
2020,47,Tennessee,6 Other 1 - planning,6,Other 1 - planning,247861.44
2020,47,Tennessee,7 Structural,7,Structural,8457065.46
2020,47,Tennessee,8 Land management,8,Land management,4985631.23
2020,47,Tennessee,9 Vegetative,9,Vegetative,10549026.5
2020,47,Tennessee,10 Forest management,10,Forest management,1147120.48
2020,47,Tennessee,12 Soil remediation,12,Soil remediation,829.76
2020,47,Tennessee,13 Other 2 - improvement,13,Other 2 - improvement,628952.78
2020,48,Texas,4 Conservation planning assessment,4,Conservation planning assessment,9911.05
2020,48,Texas,6 Other 1 - planning,6,Other 1 - planning,31918.55
2020,48,Texas,7 Structural,7,Structural,27192547.74
2020,48,Texas,8 Land management,8,Land management,43325627.81
2020,48,Texas,9 Vegetative,9,Vegetative,7341138.66
2020,48,Texas,10 Forest management,10,Forest management,7954341.46
2020,48,Texas,12 Soil remediation,12,Soil remediation,760837.98
2020,48,Texas,13 Other 2 - improvement,13,Other 2 - improvement,463430.59
2020,49,Utah,4 Conservation planning assessment,4,Conservation planning assessment,9623.97
2020,49,Utah,6 Other 1 - planning,6,Other 1 - planning,7309.56
2020,49,Utah,7 Structural,7,Structural,13068227.22
2020,49,Utah,8 Land management,8,Land management,4768685.18
2020,49,Utah,9 Vegetative,9,Vegetative,291435.57
2020,49,Utah,10 Forest management,10,Forest management,1222459.51
2020,49,Utah,12 Soil remediation,12,Soil remediation,21969.53
2020,49,Utah,13 Other 2 - improvement,13,Other 2 - improvement,297186.65
2020,50,Vermont,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,48201.97
2020,50,Vermont,6 Other 1 - planning,6,Other 1 - planning,119674.38
2020,50,Vermont,7 Structural,7,Structural,5371396.96
2020,50,Vermont,8 Land management,8,Land management,1774556.85
2020,50,Vermont,9 Vegetative,9,Vegetative,1576520.11
2020,50,Vermont,10 Forest management,10,Forest management,131619.69
2020,50,Vermont,12 Soil remediation,12,Soil remediation,87568.62
2020,50,Vermont,13 Other 2 - improvement,13,Other 2 - improvement,61371.03
2020,51,Virginia,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,2993.68
2020,51,Virginia,6 Other 1 - planning,6,Other 1 - planning,158625.92
2020,51,Virginia,7 Structural,7,Structural,8376647.68
2020,51,Virginia,8 Land management,8,Land management,5642859.07
2020,51,Virginia,9 Vegetative,9,Vegetative,3604228.97
2020,51,Virginia,10 Forest management,10,Forest management,445387.82
2020,51,Virginia,12 Soil remediation,12,Soil remediation,1160282.91
2020,51,Virginia,13 Other 2 - improvement,13,Other 2 - improvement,72243.78
2020,53,Washington,4 Conservation planning assessment,4,Conservation planning assessment,148247.65
2020,53,Washington,6 Other 1 - planning,6,Other 1 - planning,132862.26
2020,53,Washington,7 Structural,7,Structural,8193322.48
2020,53,Washington,8 Land management,8,Land management,1516932.46
2020,53,Washington,9 Vegetative,9,Vegetative,328925.38
2020,53,Washington,10 Forest management,10,Forest management,2036096.55
2020,53,Washington,12 Soil remediation,12,Soil remediation,1873226.64
2020,53,Washington,13 Other 2 - improvement,13,Other 2 - improvement,113099.45
2020,54,West Virginia,4 Conservation planning assessment,4,Conservation planning assessment,285227.37
2020,54,West Virginia,6 Other 1 - planning,6,Other 1 - planning,37736.13
2020,54,West Virginia,7 Structural,7,Structural,4158684.16
2020,54,West Virginia,8 Land management,8,Land management,2011168.01
2020,54,West Virginia,9 Vegetative,9,Vegetative,352471.62
2020,54,West Virginia,10 Forest management,10,Forest management,260551.69
2020,54,West Virginia,13 Other 2 - improvement,13,Other 2 - improvement,188742.88
2020,55,Wisconsin,1 Comprehensive Nutrient Mgt.,1,Comprehensive Nutrient Mgt.,18261.47
2020,55,Wisconsin,2 Resource-conserving crop rotation,2,Resource-conserving crop rotation,60950.95
2020,55,Wisconsin,4 Conservation planning assessment,4,Conservation planning assessment,232852.13
2020,55,Wisconsin,6 Other 1 - planning,6,Other 1 - planning,371596.86
2020,55,Wisconsin,7 Structural,7,Structural,12898082.21
2020,55,Wisconsin,8 Land management,8,Land management,4811005.76
2020,55,Wisconsin,9 Vegetative,9,Vegetative,6211595.67
2020,55,Wisconsin,10 Forest management,10,Forest management,415180.63
2020,55,Wisconsin,12 Soil remediation,12,Soil remediation,337658.43
2020,55,Wisconsin,13 Other 2 - improvement,13,Other 2 - improvement,1996347.84
2020,56,Wyoming,7 Structural,7,Structural,8165370.03
2020,56,Wyoming,8 Land management,8,Land management,2318215.28
2020,56,Wyoming,9 Vegetative,9,Vegetative,467908.36
2020,56,Wyoming,10 Forest management,10,Forest management,420115.38
2020,56,Wyoming,12 Soil remediation,12,Soil remediation,24392.74
2020,56,Wyoming,13 Other 2 - improvement,13,Other 2 - improvement,107052.08
2021,1,Alabama,6 Other 1 - planning,6,Other 1 - planning,60445.36
2021,1,Alabama,7 Structural,7,Structural,5214075.28
2021,1,Alabama,8 Land management,8,Land management,6047604.23
2021,1,Alabama,9 Vegetative,9,Vegetative,3949239.02
2021,1,Alabama,10 Forest management,10,Forest management,5718562.33
2021,1,Alabama,12 Soil remediation,12,Soil remediation,15290.63
2021,1,Alabama,13 Other 2 - improvement,13,Other 2 - improvement,751368.58
2021,2,Alaska,6 Other 1 - planning,6,Other 1 - planning,8999.49
2021,2,Alaska,7 Structural,7,Structural,877868.44
2021,2,Alaska,8 Land management,8,Land management,5369042.1
2021,2,Alaska,9 Vegetative,9,Vegetative,165300.61
2021,2,Alaska,10 Forest management,10,Forest management,2770172.14
2021,2,Alaska,13 Other 2 - improvement,13,Other 2 - improvement,4057.69
2021,4,Arizona,6 Other 1 - planning,6,Other 1 - planning,1803.12
2021,4,Arizona,7 Structural,7,Structural,4899356.66
2021,4,Arizona,8 Land management,8,Land management,2490891.67
2021,4,Arizona,9 Vegetative,9,Vegetative,34815.4
2021,4,Arizona,10 Forest management,10,Forest management,2252165.03
2021,4,Arizona,12 Soil remediation,12,Soil remediation,6309.35
2021,4,Arizona,13 Other 2 - improvement,13,Other 2 - improvement,295521.26
2021,5,Arkansas,6 Other 1 - planning,6,Other 1 - planning,258486.04
2021,5,Arkansas,7 Structural,7,Structural,15259016.38
2021,5,Arkansas,8 Land management,8,Land management,8205167.8
2021,5,Arkansas,9 Vegetative,9,Vegetative,3197079.58
