year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,loss_ratio,net_benefit,farmer_premium,benefit_by_pol,benefit_by_acre
2019,Texas,Haskell,1281,292289,41851450,11821684,8652249,19433628,1.6438967578561565,16264193,3169435,12696.481654957064,55.64421856450294
2019,Texas,Hays,59,20671,2431914,456831,331040,224337,0.4910721908101683,98546,125791,1670.2711864406779,4.767355231967491
2019,Texas,Hemphill,49,220663,5475503,1174470,661409,1658619,1.4122276431071037,1145558,513061,23378.73469387755,5.19143671571582
2019,Texas,Henderson,41,48676,5313287,969961,519441,1410863,1.4545564203096826,960343,450520,23423.0,19.729291642698662
2019,Texas,Hidalgo,1222,3069670,226321557,20794149,14767878,7946252,0.38213884107495816,1919981,6026271,1571.1792144026188,0.6254682099378761
2019,Texas,Hill,719,219228,47139615,9127424,6745900,5828455,0.6385651636211925,3446931,2381524,4794.062586926287,15.723041764738081
2019,Texas,Hockley,1125,296496,89420941,23655319,15318315,23390625,0.9888103812931037,15053621,8337004,13380.996444444445,50.77175071501808
2019,Texas,Hood,10,19950,695750,132871,73514,103411,0.7782811900264166,44054,59357,4405.4,2.2082205513784463
2019,Texas,Hopkins,50,31943,4453035,849322,480883,421080,0.49578369570080605,52641,368439,1052.82,1.647966690667752
2019,Texas,Houston,17,24408,3285076,747743,450121,855045,1.1435011762062635,557423,297622,32789.58823529412,22.83771714192068
2019,Texas,Howard,596,213008,26431057,12299514,9628691,14691316,1.1944631308196405,12020493,2670823,20168.612416107382,56.432119920378575
2019,Texas,Hudspeth,71,788125,17975720,4864787,2744395,7085082,1.4564012771782198,4964690,2120392,69925.21126760563,6.299368754956384
2019,Texas,Hunt,208,60678,8281410,2516439,1772693,3611178,1.435034983959476,2867432,743746,13785.73076923077,47.256534493556146
2019,Texas,Hutchinson,256,139026,21973294,2908848,1758061,7944741,2.7312327766868534,6793954,1150787,26538.8828125,48.86822608720671
2019,Texas,Irion,40,89444,1337436,354276,212523,369810,1.0438471700030485,228057,141753,5701.425,2.5497182594696124
2019,Texas,Jack,42,61016,2140503,446369,232073,295177,0.6612847218332815,80881,214296,1925.7380952380952,1.325570342205323
2019,Texas,Jackson,421,213874,67674641,11181903,7787894,12674510,1.1334841663355513,9280501,3394009,22043.945368171022,43.39237588486679
2019,Texas,Jasper,9,5681,1095018,183895,93786,150055,0.81598194621931,59946,90109,6660.666666666667,10.552015490230593
2019,Texas,Jeff Davis,27,697111,6425860,1691568,953263,556415,0.32893445607862054,-181890,738305,-6736.666666666667,-0.2609197100605212
2019,Texas,Jefferson,70,31584,12020633,2195452,1217881,5356141,2.439652973510694,4378570,977571,62551.0,138.6325354609929
2019,Texas,Jim Hogg,37,256415,3937955,927898,525481,805651,0.8682538382451519,403234,402417,10898.216216216217,1.5725835072051166
2019,Texas,Jim Wells,386,155342,15682692,4068260,2940250,967007,0.23769547669028038,-161003,1128010,-417.1062176165803,-1.0364421727543098
2019,Texas,Johnson,85,34931,6878939,1476698,1067963,544703,0.3688655364874876,135968,408735,1599.6235294117646,3.89247373393261
2019,Texas,Jones,1088,201700,29477217,9298236,7059343,12464457,1.3405184596304074,10225564,2238893,9398.496323529413,50.69689638076351
2019,Texas,Karnes,112,53151,4039727,818734,559666,520104,0.6352539408403706,261036,259068,2330.6785714285716,4.911215217023198
2019,Texas,Kaufman,36,50825,5071379,1420541,939689,2768088,1.9486153514752478,2287236,480852,63534.333333333336,45.00218396458436
2019,Texas,Kendall,26,34478,590946,136666,72330,187952,1.375265245196318,123616,64336,4754.461538461538,3.5853587795115724
2019,Texas,Kenedy,15,379858,6542397,1423567,819635,712570,0.5005524854116455,108638,603932,7242.533333333334,0.2859963460029801
2019,Texas,Kent,84,197289,4804299,1234308,774897,1078275,0.8735866574631291,618864,459411,7367.428571428572,3.136839864361419
2019,Texas,Kerr,16,51140,805711,177895,97970,312666,1.757587340847129,232741,79925,14546.3125,4.551055924912006
2019,Texas,Kimble,13,29057,411369,93138,51026,110820,1.1898473233266766,68708,42112,5285.2307692307695,2.3645937295660255
2019,Texas,King,57,353693,7560598,2027721,1245907,1446772,0.713496580643984,664958,781814,11665.929824561403,1.8800428620300655
2019,Texas,Kinney,52,326577,5524223,1215722,693627,2242173,1.8443139138717568,1720078,522095,33078.42307692308,5.2669906331431795
2019,Texas,Kleberg,173,268227,29652814,7510039,5784845,576467,0.07675952148850358,-1148727,1725194,-6640.040462427745,-4.282667293001823
2019,Texas,Knox,424,262703,22707484,4921645,3470324,3240060,0.6583286685650834,1788739,1451321,4218.7240566037735,6.808978199716029
2019,Texas,La Salle,48,170208,3823883,844404,491184,1575676,1.8660214778707822,1222456,353220,25467.833333333332,7.18213009964279
2019,Texas,Lamar,310,83327,15089867,3381348,2480805,3586553,1.0606873353467314,2686010,900543,8664.548387096775,32.23456982730688
2019,Texas,Lamb,1374,294172,95424415,21027926,13048140,34095631,1.6214452628376188,26115845,7979786,19007.16521106259,88.77746692411242
2019,Texas,Lampasas,26,38003,766428,154093,82749,230676,1.496992076213715,159332,71344,6128.153846153846,4.192616372391654
2019,Texas,Lavaca,111,41522,4402511,570579,312717,738896,1.2949933313353628,481034,257862,4333.639639639639,11.585039256297867
2019,Texas,Lee,62,29806,1518520,296903,160536,344886,1.1616117048328916,208519,136367,3363.2096774193546,6.995873314097833
2019,Texas,Leon,31,34637,5141977,1090748,596368,1290196,1.1828543348234422,795816,494380,25671.483870967742,22.975892831365304
2019,Texas,Liberty,62,42621,9448648,2491841,1397856,4866086,1.9528075828273153,3772101,1093985,60840.33870967742,88.50334342225663
2019,Texas,Limestone,111,48227,7423363,1340514,910287,1503086,1.1212758688085316,1072859,430227,9665.396396396396,22.246024011445872
2019,Texas,Lipscomb,152,177499,12281804,1822180,1080494,3191734,1.7516019273617316,2450048,741686,16118.736842105263,13.803165088254019
2019,Texas,Live Oak,253,182506,9520454,2214709,1397743,1369274,0.6182636183805638,552308,816966,2183.0355731225295,3.026245712469727
2019,Texas,Llano,31,58733,1032842,200582,112146,324801,1.619292857783849,236365,88436,7624.677419354839,4.0243985493674765
2019,Texas,Loving,4,125408,1285262,377633,213605,238113,0.630540763121867,74085,164028,18521.25,0.5907517861699413
2019,Texas,Lubbock,1627,295949,104158961,24643461,16047490,29252587,1.187032413994122,20656616,8595971,12696.137676705594,69.79789085281585
2019,Texas,Lynn,1310,394388,95742855,27478903,18930057,24089733,0.8766628347572681,15540887,8548846,11863.27251908397,39.405070641094554
2019,Texas,Madison,20,18189,1211216,219634,95078,206151,0.9386115082364297,81595,124556,4079.75,4.4859530485458246
2019,Texas,Martin,765,197368,32886955,16198337,12654828,6602977,0.4076330181301945,3059468,3543509,3999.3045751633986,15.501337602853553
2019,Texas,Mason,27,47747,883016,195452,105773,215156,1.1008124756973579,125477,89679,4647.2962962962965,2.6279556830795654
2019,Texas,Matagorda,467,228186,64084889,11949743,7926500,20705670,1.7327293147643426,16682427,4023243,35722.54175588865,73.10889800425969
2019,Texas,Maverick,23,247529,4686569,1317779,760709,2197007,1.6672044401982427,1639937,557070,71301.60869565218,6.625231791022466
2019,Texas,Mcculloch,132,163183,8291119,2314590,1666203,1764210,0.7622127461019014,1115823,648387,8453.204545454546,6.837863012691273
2019,Texas,Mclennan,541,147998,31497878,5566854,3956193,3254043,0.58453895144367,1643382,1610661,3037.6746765249536,11.104082487601184
2019,Texas,Mcmullen,32,147841,2506511,623112,345021,673327,1.0805874385343246,395236,278091,12351.125,2.673385596688334
2019,Texas,Medina,557,201804,22991910,3580538,2248421,2982276,0.8329128192467166,1650159,1332117,2962.5834829443447,8.177038116191948
2019,Texas,Menard,13,33662,480463,107393,59296,135204,1.2589647369940313,87107,48097,6700.538461538462,2.5876953241043315
2019,Texas,Midland,106,97134,5679608,1941375,1438121,1238537,0.6379689652952161,735283,503254,6936.632075471698,7.569779891696007
2019,Texas,Milam,531,145892,21546752,3893839,2619010,2938904,0.7547574514508689,1664075,1274829,3133.8512241054614,11.406211444081924
2019,Texas,Mills,21,30713,1289860,252524,168783,270616,1.0716446753575897,186875,83741,8898.809523809523,6.0845570279686125
2019,Texas,Mitchell,357,216928,17502423,5254919,3937778,6052094,1.1517007207913195,4734953,1317141,13263.173669467787,21.82730214633427
2019,Texas,Montague,37,22304,1033288,211090,122460,136632,0.6472689374200578,48002,88630,1297.3513513513512,2.1521700143472025
2019,Texas,Montgomery,12,6361,755195,133140,69719,156265,1.1736893495568574,92844,63421,7737.0,14.595818267567992
2019,Texas,Moore,511,260150,65103498,8514576,5135200,15635199,1.8362862695687958,12255823,3379376,23983.998043052838,47.110601576013835
2019,Texas,Morris,5,5265,337065,58426,30945,46407,0.7942867901276829,18926,27481,3785.2,3.594681861348528
2019,Texas,Motley,198,109647,9411223,2391047,1532616,4016390,1.6797620456645144,3157959,858431,15949.287878787878,28.801143670141453
2019,Texas,Nacogdoches,7,2757,332063,55786,28588,86815,1.5562148209228122,59617,27198,8516.714285714286,21.62386652158143
2019,Texas,Navarro,264,77058,14428001,2591679,1852177,4580391,1.767345029997928,3840889,739502,14548.82196969697,49.84413039528667
2019,Texas,Newton,3,2536,487592,84973,43337,48603,0.5719816883009897,6967,41636,2322.3333333333335,2.7472397476340693
2019,Texas,Nolan,368,167707,20742944,5167912,3870707,4773593,0.9236985846508222,3476388,1297205,9446.70652173913,20.728937969196277
2019,Texas,Nueces,1428,312033,94038032,21605884,16356422,240884,0.01114899996686088,-5008578,5249462,-3507.40756302521,-16.051436867254424
2019,Texas,Ochiltree,852,338482,63282003,9811266,6245860,20346265,2.073765505899035,16780859,3565406,19695.843896713614,49.576813538090654
2019,Texas,Oldham,205,339367,10657333,2980479,1973470,924147,0.3100666033882473,-82862,1007009,-404.2048780487805,-0.2441663449893478
2019,Texas,Orange,3,1043,200743,37780,19270,1410,0.03732133403917417,-17100,18510,-5700.0,-16.39501438159156
2019,Texas,Palo Pinto,15,32048,814874,154099,84834,158828,1.0306880641665424,89563,69265,5970.866666666667,2.7946517723414876
2019,Texas,Panola,6,2978,558320,70303,37633,19344,0.27515184273786325,-13326,32670,-2221.0,-4.4748153122901275
2019,Texas,Parker,15,11545,337851,66690,36433,43196,0.6477133003448793,12939,30257,862.6,1.120744911216977
2019,Texas,Parmer,1426,336112,98419317,19751799,12043606,28517429,1.4437889429717263,20809236,7708193,14592.732117812062,61.911612795734754
2019,Texas,Pecos,83,931878,20208970,3579310,2098032,4876139,1.3623125686235615,3394861,1481278,40901.93975903615,3.6430315985568926
2019,Texas,Polk,7,4638,885007,155028,80801,209830,1.353497432721831,135603,74227,19371.85714285714,29.23738680465718
2019,Texas,Potter,79,247469,6204321,1309062,760330,520091,0.3973005098307032,-28641,548732,-362.54430379746833,-0.11573570831093996
2019,Texas,Presidio,27,517697,4955468,1323705,732114,904108,0.6830132091364768,312517,591591,11574.703703703704,0.6036677825059832
2019,Texas,Rains,9,7235,974406,171453,88688,189420,1.104792567059194,106655,82765,11850.555555555555,14.741534208707671
2019,Texas,Randall,421,160709,14926936,4067451,2888521,3699752,0.9095996485268046,2520822,1178930,5987.700712589073,15.685630549626966
2019,Texas,Reagan,206,185372,15347363,5074937,3910587,4705939,0.9272901318774992,3541589,1164350,17192.179611650485,19.105307166130807
2019,Texas,Real,8,10519,95463,21921,11870,38797,1.7698553898088591,28746,10051,3593.25,2.7327692746458787
2019,Texas,Red River,91,71485,13430877,3429503,2464751,7122014,2.0766898294009364,6157262,964752,67662.21978021978,86.13362243827376
2019,Texas,Reeves,44,996283,12987385,3705878,2115439,2285366,0.6166867878543223,694927,1590439,15793.795454545454,0.6975196806529872
2019,Texas,Refugio,338,182353,33027642,5566817,3941418,2219691,0.3987361179647184,594292,1625399,1758.2603550295858,3.259019593864647
2019,Texas,Roberts,103,221993,8746622,1334248,763025,1025680,0.7687326494025098,454457,571223,4412.203883495145,2.0471681539508
2019,Texas,Robertson,132,66521,14549573,1957985,1297302,1675933,0.8559478239108063,1015250,660683,7691.287878787879,15.262097683438313
2019,Texas,Rockwall,17,11515,1864858,357188,273547,572275,1.6021674860297659,488634,83641,28743.176470588234,42.43456361267911
2019,Texas,Runnels,738,200756,33994474,7940569,6032881,8661060,1.0907354372211866,6753372,1907688,9150.91056910569,33.63970192671701
2019,Texas,Rusk,8,4346,482908,65198,35772,114486,1.7559741096352648,85060,29426,10632.5,19.572020248504373
2019,Texas,San Jacinto,3,11188,979512,171663,89558,216584,1.2616813174650332,134479,82105,44826.333333333336,12.01993207007508
2019,Texas,San Patricio,1520,274544,88817279,16233539,11729006,518979,0.03196955389702763,-3985554,4504533,-2622.075,-14.516995454280552
2019,Texas,San Saba,60,70387,3565477,876321,529386,636614,0.7264621069220069,289679,346935,4827.983333333334,4.115518490630372
2019,Texas,Schleicher,92,206230,6275867,1779533,1262693,1087924,0.6113536528965745,571084,516840,6207.434782608696,2.7691606458808127
2019,Texas,Scurry,467,276627,22796410,8424758,6368559,7485739,0.8885405373068282,5429540,2056199,11626.423982869379,19.62765745932248
2019,Texas,Shackelford,90,63406,2115966,597682,404835,501790,0.8395601674469032,308943,192847,3432.7,4.872456865280888
2019,Texas,Shelby,13,6043,892820,149375,76548,116269,0.7783698744769875,43442,72827,3341.6923076923076,7.188813503226874
2019,Texas,Sherman,676,268804,102146220,9224100,5500132,15975964,1.7319807894537136,12251996,3723968,18124.254437869822,45.57966399309534
2019,Texas,Smith,11,5638,973410,205758,113839,185620,0.9021277422992059,93701,91919,8518.272727272728,16.619545938275984
2019,Texas,Starr,173,262287,14285805,4268256,2648750,3616698,0.847347956636153,1997192,1619506,11544.462427745664,7.614529122678593
2019,Texas,Stephens,19,24514,520620,122905,67000,181616,1.4776941540213986,125711,55905,6616.368421052632,5.128130863996084
2019,Texas,Sterling,10,127651,1890907,478048,284240,393527,0.823195578686659,199719,193808,19971.9,1.5645705869910929
2019,Texas,Stonewall,236,222262,7092048,2251229,1544316,2016805,0.8958684345306497,1309892,706913,5550.389830508475,5.893459070826322
2019,Texas,Sutton,33,172487,2310765,522614,302850,702268,1.3437604044285074,482504,219764,14621.333333333334,2.7973354513673496
2019,Texas,Swisher,1092,319257,63399930,19936808,13124176,27722406,1.3905137672991583,20909774,6812632,19148.14468864469,65.49511522065295
2019,Texas,Tarrant,15,9611,533839,98913,68544,88706,0.8968083062893654,58337,30369,3889.133333333333,6.069815836021226
2019,Texas,Taylor,310,76783,8906092,2940717,2178802,2847883,0.9684315083702376,2085968,761915,6728.929032258065,27.16705520753292
2019,Texas,Terrell,32,450532,4736052,1345462,745144,1863893,1.3853182029667133,1263575,600318,39486.71875,2.804628750011098
2019,Texas,Terry,1234,309536,104853503,25848335,17560676,40574068,1.5696975453157815,32286409,8287659,26164.02674230146,104.30582872428408
2019,Texas,Throckmorton,140,143304,6957847,2209455,1568284,2485565,1.124967469353302,1844394,641171,13174.242857142857,12.87049907888126
2019,Texas,Titus,22,17372,1951864,365653,197790,180322,0.49315061000456717,12459,167863,566.3181818181819,0.7171885793230486
2019,Texas,Tom Green,877,347711,51667658,10915697,8232561,10445162,0.9568937283620094,7762026,2683136,8850.656784492588,22.323210942420573
2019,Texas,Travis,262,41461,5941337,1067833,680360,589258,0.551825987771496,201785,387473,770.1717557251908,4.86686283495333
2019,Texas,Trinity,4,8881,1563039,287974,148226,191074,0.6635112892136096,51326,139748,12831.5,5.77930413241752
2019,Texas,Tyler,3,2224,428454,73794,37633,105388,1.4281377889801339,69227,36161,23075.666666666668,31.12724820143885
2019,Texas,Upshur,5,1328,105493,17859,9463,17078,0.9562685480710006,8682,8396,1736.4,6.537650602409639
2019,Texas,Upton,68,151456,5758673,1853489,1338120,1849148,0.9976579305299357,1333779,515369,19614.397058823528,8.806379410521867
2019,Texas,Uvalde,266,311042,19818777,3145944,1899727,2896126,0.9205904491624771,1649909,1246217,6202.665413533835,5.304457275866282
2019,Texas,Val Verde,46,442259,6393112,1640556,944461,3253734,1.983311755282965,2557639,696095,55600.84782608696,5.78312482052372
2019,Texas,Van Zandt,50,15814,3535310,624547,325162,771843,1.235844540122681,472458,299385,9449.16,29.875932717844947
2019,Texas,Victoria,329,132004,29120737,4595126,3239250,1780212,0.38741309813920227,424336,1355876,1289.775075987842,3.2145692554771066
2019,Texas,Walker,16,15640,1221199,197665,103407,286445,1.449143753320011,192187,94258,12011.6875,12.28817135549872
2019,Texas,Waller,67,31217,7341989,598101,368231,612438,1.0239708677965762,382568,229870,5709.9701492537315,12.255117403978602
2019,Texas,Ward,5,160165,1586855,431188,248991,580287,1.345786524671373,398090,182197,79618.0,2.4854993288171574
2019,Texas,Washington,42,16245,1659853,334342,187390,302521,0.9048249995513576,155569,146952,3704.0238095238096,9.57642351492767
2019,Texas,Webb,74,966720,17744292,4576097,2552249,7916427,1.7299517470892771,5892579,2023848,79629.44594594595,6.0954350794438925
2019,Texas,Wharton,1583,332340,116142331,15432283,10096356,14138356,0.9161545313807425,8802429,5335927,5560.599494630448,26.486215923451887
2019,Texas,Wheeler,95,62463,7477203,1040794,661818,1315095,1.2635497514397662,936119,378976,9853.884210526316,14.986776171493524
2019,Texas,Wichita,242,89549,10774218,3417686,2397972,3661829,1.0714351757300116,2642115,1019714,10917.830578512398,29.50468458609253
2019,Texas,Wilbarger,699,147591,19211010,4629099,3119360,4760599,1.0284072559260453,3250860,1509739,4650.729613733905,22.026139805272678
2019,Texas,Willacy,1006,396205,53433338,9812698,6412556,3114845,0.3174300279087362,-285297,3400142,-283.59542743538765,-0.7200742040105501
2019,Texas,Williamson,1035,176178,36312591,5874013,4194904,2715726,0.46232890529864334,1036617,1679109,1001.5623188405797,5.883918536934237
2019,Texas,Wilson,156,46141,4990880,995049,622902,747875,0.7515961525512814,375728,372147,2408.5128205128203,8.143039812747881
2019,Texas,Winkler,7,182782,1846150,516394,291450,536860,1.039632528650604,311916,224944,44559.42857142857,1.7064918865096126
2019,Texas,Wise,48,25752,1754842,369336,211211,307091,0.8314678233370156,148966,158125,3103.4583333333335,5.784638086362224
2019,Texas,Wood,7,5423,459093,77632,40645,100020,1.288386232481451,63033,36987,9004.714285714286,11.623271252074497
2019,Texas,Yoakum,512,200536,65072691,15760252,10577696,30378074,1.9275119458749772,25195518,5182556,49209.99609375,125.64087246180237
2019,Texas,Young,146,76607,4484070,1593457,1077895,1416606,0.889014262700531,901044,515562,6171.534246575343,11.761901653895858
2019,Texas,Zapata,33,77007,1996169,588131,344379,1068693,1.817100271878204,824941,243752,24998.21212121212,10.712545612736504
2019,Texas,Zavala,109,198935,11083412,1896633,1119819,2394699,1.262605364348295,1617885,776814,14842.981651376147,8.132731796818057
2019,Utah,All Other Counties,2,1525,66821,14338,11792,0,0.0,-2546,2546,-1273.0,-1.6695081967213115
2019,Utah,Beaver,25,522194,5256760,1117859,609608,790897,0.7075105178739001,282646,508251,11305.84,0.5412662726879283
2019,Utah,Box Elder,197,494365,17673249,2340234,1487185,2864486,1.2240169145478614,2011437,853049,10210.340101522843,4.068728570995115
2019,Utah,Cache,99,39357,4904727,601122,369517,412566,0.6863265693153803,180961,231605,1827.888888888889,4.597936834616459
2019,Utah,Carbon,26,212574,1057358,240754,124456,181882,0.755468237287854,65584,116298,2522.4615384615386,0.3085231495855561
2019,Utah,Daggett,5,80743,358458,68375,36082,98488,1.4404095063985374,66195,32293,13239.0,0.819823390262933
2019,Utah,Davis,8,860,215514,28135,15520,35465,1.2605295894792963,22850,12615,2856.25,26.569767441860463
2019,Utah,Duchesne,20,280962,1523467,311932,165923,388733,1.2462107125912059,242724,146009,12136.2,0.8639033036496039
2019,Utah,Emery,78,1470248,7132231,2001319,1048570,608189,0.3038940818530179,-344560,952749,-4417.4358974358975,-0.23435502037751454
2019,Utah,Garfield,18,564188,5573992,1465014,752411,145313,0.0991888132127065,-567290,712603,-31516.11111111111,-1.0054981672775742
2019,Utah,Grand,13,719122,3366631,790976,424950,514227,0.6501170705558702,148201,366026,11400.076923076924,0.20608603268986347
2019,Utah,Iron,30,500577,4870984,1193933,623199,529252,0.443284505914486,-41482,570734,-1382.7333333333333,-0.0828683699011341
2019,Utah,Juab,23,408510,3308253,707233,390761,660273,0.9336003834662693,343801,316472,14947.869565217392,0.8415975129127806
2019,Utah,Kane,15,379096,3659299,989388,521078,273672,0.27660735727540664,-194638,468310,-12975.866666666667,-0.5134266782028827
2019,Utah,Millard,28,719923,5302036,1087736,588088,582594,0.535602388814933,82946,499648,2962.3571428571427,0.11521509939257393
2019,Utah,Morgan,11,39882,660294,100321,53975,93930,0.9362944946721026,47584,46346,4325.818181818182,1.1931197031242164
2019,Utah,Piute,13,272537,2697112,558926,289684,423229,0.7572183079692124,153987,269242,11845.153846153846,0.5650131908694966
2019,Utah,Rich,4,19578,177139,26655,14943,28129,1.0552991933971112,16417,11712,4104.25,0.8385432628460517
2019,Utah,San Juan,106,1619233,11471622,2674918,1453662,1867520,0.6981597192885913,646264,1221256,6096.830188679245,0.3991173598858225
2019,Utah,Sanpete,48,356719,3183245,634136,342666,815152,1.2854529627713929,523682,291470,10910.041666666666,1.4680518839759027
2019,Utah,Sevier,29,575825,4439596,866237,458110,750317,0.8661798099134532,342190,408127,11799.655172413793,0.5942604089784222
2019,Utah,Summit,8,240046,1287751,221710,113402,374157,1.6875964097244147,265849,108308,33231.125,1.1074918973863344
2019,Utah,Tooele,12,391422,3766542,835355,453698,234888,0.2811834489528404,-146769,381657,-12230.75,-0.37496359427932
2019,Utah,Uintah,45,995290,5146677,993026,538915,657624,0.6622424790488869,203513,454111,4522.511111111111,0.2044760823478584
2019,Utah,Utah,46,105416,11912531,1223756,814091,3631104,2.967179731907341,3221439,409665,70031.28260869565,30.55929839872505
2019,Utah,Wasatch,7,84262,570663,102366,53088,120347,1.1756540257507375,71069,49278,10152.714285714286,0.8434288291281954
2019,Utah,Washington,21,279306,3865739,920849,531293,385304,0.4184225643943795,-4252,389556,-202.47619047619048,-0.015223446685713876
2019,Utah,Wayne,8,349161,3494688,895134,457467,273918,0.3060078155896212,-163749,437667,-20468.625,-0.4689784941617191
2019,Utah,Weber,7,2253,307422,41888,22993,68948,1.6460084033613445,50053,18895,7150.428571428572,22.216156236129606
2019,Vermont,Addison,84,27808,6447996,717621,479120,1402897,1.95492746171029,1164396,238501,13861.857142857143,41.87269850402762
2019,Vermont,Bennington,7,657,1224150,197528,131992,24671,0.12489874853185372,-40865,65536,-5837.857142857143,-62.19939117199391
2019,Vermont,Caledonia,15,1709,482192,21757,15708,0,0.0,-6049,6049,-403.26666666666665,-3.53949678174371
2019,Vermont,Chittenden,29,3333,1069323,140566,86877,142794,1.0158502055973706,89105,53689,3072.5862068965516,26.734173417341733
2019,Vermont,Essex,5,441,160071,8921,6002,5797,0.6498150431565968,2878,2919,575.6,6.526077097505669
2019,Vermont,Franklin,66,17470,7452540,838383,546346,1135501,1.354394113430258,843464,292037,12779.757575757576,48.280709788208355
2019,Vermont,Grand Isle,9,2420,905579,86002,63927,94722,1.1013929908606777,72647,22075,8071.888888888889,30.019421487603307
2019,Vermont,Lamoille,4,1058,396777,28183,19876,40692,1.4438491289074975,32385,8307,8096.25,30.609640831758036
2019,Vermont,Orange,10,1941,835948,52498,33300,8140,0.15505352584860377,-11058,19198,-1105.8,-5.697063369397218
2019,Vermont,Orleans,14,6354,1655640,116269,75421,108816,0.9358986488229881,67968,40848,4854.857142857143,10.696883852691219
2019,Vermont,Rutland,19,2964,941497,113814,69575,200264,1.7595726360553183,156025,44239,8211.842105263158,52.640013495276655
2019,Vermont,Washington,5,1712,396665,17669,12947,15975,0.904125870168091,11253,4722,2250.6,6.573014018691588
2019,Vermont,Windham,9,1422,810249,111893,74723,4690,0.04191504383652239,-32480,37170,-3608.8888888888887,-22.841068917018283
2019,Vermont,Windsor,8,765,257203,16944,12132,6314,0.3726392823418319,1502,4812,187.75,1.9633986928104574
2019,Virginia,Accomack,181,38066025,24441510,3057538,1866685,2075112,0.6786872313606569,884259,1190853,4885.408839779006,0.023229612232955766
2019,Virginia,Albemarle,28,8409,6283711,2423002,1519591,1575496,0.6502248037764723,672085,903411,24003.035714285714,79.92448567011536
2019,Virginia,All Other Counties,28,3542,36777501,355176,289803,59456,0.16739869811023267,-5917,65373,-211.32142857142858,-1.6705251270468662
2019,Virginia,Alleghany,3,466,75818,10622,6193,21763,2.048860854829599,17334,4429,5778.0,37.197424892703864
2019,Virginia,Amelia,83,18166,5631452,922103,650536,1245162,1.3503502320239713,973595,271567,11730.060240963856,53.59435208631509
2019,Virginia,Amherst,7,955,1112786,314976,204577,90185,0.286323402417962,-20214,110399,-2887.714285714286,-21.16649214659686
2019,Virginia,Appomattox,30,3212,966072,168972,109191,58837,0.3482056198660133,-944,59781,-31.466666666666665,-0.29389788293897884
2019,Virginia,Augusta,119,18793,6684768,779235,527994,82405,0.10575115337478425,-168836,251241,-1418.7899159663866,-8.98398339807375
2019,Virginia,Bath,0,0,0,0,0,0,0.0,0,0,0.0,0.0
2019,Virginia,Bedford,32,4483,960517,208236,141978,210180,1.0093355615743675,143922,66258,4497.5625,32.10394824894044
2019,Virginia,Botetourt,23,3264,1632677,354517,242707,421459,1.1888259237215704,309649,111810,13463.0,94.86795343137256
2019,Virginia,Brunswick,99,13947,9295885,687008,457751,856331,1.2464643788718617,627074,229257,6334.080808080808,44.96121029612103
2019,Virginia,Buckingham,23,3492,974230,176605,134843,202627,1.1473457716372697,160865,41762,6994.130434782609,46.06672394043528
2019,Virginia,Campbell,76,12924,2305819,519194,365774,578638,1.1144928485306071,425218,153420,5594.973684210527,32.901423707830396
2019,Virginia,Caroline,155,40842,12772678,1889062,1332430,851828,0.4509264386240367,295196,556632,1904.4903225806452,7.227755741638509
2019,Virginia,Carroll,27,2060,1686668,673638,434437,1005260,1.4922851739361498,766059,239201,28372.555555555555,371.8733009708738
2019,Virginia,Charles City,55,15809,6148483,610599,405131,395742,0.6481209435324984,190274,205468,3459.5272727272727,12.035802391043077
2019,Virginia,Charlotte,77,12873,5428576,645337,427707,942991,1.4612380818084194,725361,217630,9420.272727272728,56.34747145187602
2019,Virginia,Chesapeake City,36,21666,7381663,451587,266482,334985,0.7417950472444955,149880,185105,4163.333333333333,6.91775131542509
2019,Virginia,Chesterfield,17,1901,520133,103634,58860,212986,2.05517494258641,168212,44774,9894.823529411764,88.48605996843766
2019,Virginia,Clarke,30,6241,2510293,269752,186943,132615,0.49161822711231057,49806,82809,1660.2,7.9804518506649575
2019,Virginia,Craig,9,756,203978,25867,16762,51708,1.9989948583136816,42603,9105,4733.666666666667,56.3531746031746
2019,Virginia,Culpeper,69,18348,5325115,444011,295041,408148,0.9192294785489549,259178,148970,3756.2028985507245,14.125681273163288
2019,Virginia,Cumberland,33,6104,1644485,303313,221235,342139,1.1280063828454434,260061,82078,7880.636363636364,42.605013106159895
2019,Virginia,Dinwiddie,120,24508,10634543,1289522,786587,852779,0.6613140372944394,349844,502935,2915.366666666667,14.274685816876122
2019,Virginia,Essex,124,42788,14741728,1764001,1197418,320238,0.181540713412294,-246345,566583,-1986.6532258064517,-5.7573385061232125
2019,Virginia,Fauquier,53,18649,5569330,544099,411180,301138,0.5534617780955304,168219,132919,3173.943396226415,9.020269183334227
2019,Virginia,Floyd,6,349,170899,46374,31866,28241,0.6089834821236038,13733,14508,2288.8333333333335,39.34957020057307
2019,Virginia,Fluvanna,26,4344,1191786,231947,159782,77411,0.33374434676887393,5246,72165,201.76923076923077,1.2076427255985267
2019,Virginia,Franklin,144,24595,6928533,1536797,1035610,1245900,0.8107121500107041,744713,501187,5171.618055555556,30.27904045537711
2019,Virginia,Frederick,44,6636,5980471,1620611,994697,2773220,1.711218793405697,2147306,625914,48802.40909090909,323.584388185654
2019,Virginia,Giles,5,325,68025,6293,3509,8341,1.3254409661528683,5557,2784,1111.4,17.09846153846154
